name,address,email,website,phone,postalCode
Alp Scheidegg,"Scheideggstrasse 4, 8636 Wald ZH",,,+41552464040,8636
Centro Bar - Bongiovanni,"Rütistrasse 6, 8636 Wald ZH",,,+41552462320,8636
Frohsinn Bühl,"Huebstrasse 76, 8636 Wald ZH",,,+41552461451,8636
Pizzeria Sedosch Gmbh,"Laupenstrasse 51, 8636 Wald ZH",,,+41552463530,8636
Restaurant Buurestube,"Dachseggstrasse 32, 8636 Wald ZH",,,+41552464118,8636
Restaurant Kantonsgrenze Oberholz,"Oberholzstrasse 4, 8636 Wald ZH",,,+41552461312,8636
Simple Bar & Küche,"Rütistrasse 22, 8636 Wald ZH",,,+41552662020,8636
zum Alp-Traum,"Gerstrasse 6, 8636 Wald ZH",,,+41555112112,8636
Bistro WABENE,"Bahnhofstrasse 26, 8636 Wald ZH",bistro@wabe.ch,,+41552561727,8636
Mühle,"Raad 33, 8636 Wald ZH",,,+41552461461,8636
Sonnengarten,"Güntisbergstrasse 33, 8636 Wald ZH",,,+41552461350,8636
Talhof,"Rütistrasse 43, 8636 Wald ZH",,,+41552462159,8636
Restaurant Chinesische Mauer,"Bahnhofstrasse 32, 8636 Wald ZH",,,+41552461170,8636
Restaurant Hiltisberg,"Hiltisbergstrasse 56, 8636 Wald ZH",,,+41552466707,8636
Restaurant Ochsen,"Laupenstrasse 1, 8636 Wald ZH",hotelochsenwald@bluewin.ch,,+41552661700,8636
Restaurant Schwerthaus da Claudio,"Bahnhofstrasse 12, 8636 Wald ZH",,,+41552464443,8636
Beiz 1640,"Unterpuntstrasse 3, 8636 Wald ZH",info@beiz1640.ch,,+41555355724,8636
Bleichibeiz GmbH,"Jonastrasse, 8636 Wald ZH",beiz@bleiche.ch,,+41552567020,8636
Monis Stallbeizli im Zurcher Oberland,"Gerstrasse 13, 8636 Wald ZH",stallbeizli@gmail.com,,+41552464432,8636
Bergrestaurant Farneralp,"Farneralp 511, 8636 Wald ZH",info@farneralp.ch,,+41552461286,8636
