name,address,email,website,phone,postalCode
Chamanna,"San Bastiaun 13, 7524 Zuoz",,,+41818515454,7524
Castell,"Via Castell 300, 7524 Zuoz",info@hotelcastell.ch,http://www.hotelcastell.ch/,+41818515253,7524
Ristorante Pizzeria Allegra,"Vuorcha, 7524 Zuoz",mario_silva@allegra-ristorante.ch,http://www.allegra-ristorante.ch/,+41815151727,7524
Crusch Alva,"Via Maistra 26, 7524 Zuoz",info@cruschalva.ch,,+41818541319,7524
Klarer,"Via Maistra 24, 7524 Zuoz",info@klarer-zuoz.ch,http://www.klarer-zuoz.ch/,+41818540606,7524
GOLF ENGADIN St. Moritz AG,"Resgia, 7524 Zuoz",,http://www.engadin-golf.ch/,+41818513580,7524
Pizzeria Walther,"Via Maistra 32, 7524 Zuoz",,,+41818541353,7524
Engiadina,"San Bastiaun 13, 7524 Zuoz",,,+41818515454,7524
Restorant Sur En,"Resgia 250, 7524 Zuoz",,,+41818542498,7524
Rocca & Zgraggen AG,"Resgia 250, 7524 Zuoz",info-rzag@rzr.swiss,https://rzr.swiss/,+41818542277,7524
