name,address,email,website,phone,postalCode
Restaurant Le Phare,"Chemin du Vieux-Port 1A, 1897 Bouveret",lephare@bluewin.ch,https://lepharebouveret.ch/,+41244811130,1897
La Lagune,"Route de la Plage 1, 1897 Bouveret",bouveret@la-lagune.info,,+41244824282,1897
Restaurant Le GT,"Route Cantonale 51, 1897 Les Evouettes",,,+41244812521,1897
Tonkin Pub,"Rue du Lac 16, 1897 Bouveret",,,+41244812144,1897
Taverne de la Tour,"Chemin de la Tour 10, 1897 Bouveret",giovanni.palmisano@bluewin.ch,,+41244813728,1897
Restaurant Le Maguet,"Route Cantonale 95, 1897 Les Evouettes",,,+41244812604,1897
Café Restaurant de Grammont,"Route Cantonale 46, 1897 Les Evouettes",,,+41245650184,1897
Café-Restaurant La Batelière,"Rue du Lac 3, 1897 Bouveret",,,+41244812371,1897
Restaurant du Léman,"Chemin du Vieux-Port 9, 1897 Bouveret",,,+41244812123,1897
Kummer François,"Route des Iles 62, 1897 Bouveret",,http://www.francois-kummer.ch/,+41795835749,1897
Chez Alisa,"Route Cantonale 40, 1897 Bouveret",rexhepi.lirije@gmail.com,,+41244811212,1897
Le Guillaume Tell,"Route Cantonale, 1897 Port-Valais",stevemonod@hotmail.fr,,+41244812521,1897
De Giorgi Alessandro - La Terrasse du Port,"Rue du Port 10, 1897 Bouveret",,,+41244812742,1897
La Barge du Léman,"Quai Bussien, 1897 Bouveret",,,+41799086928,1897
Pizzeria Le Colibri,"Route de la Lanche 18, 1897 Bouveret",,,+41244811122,1897
