name,address,email,website,phone,postalCode
Bistro / Restaurant CAT's Corner,"Bimenzältenstrasse, 8302 Kloten",,http://www.cat-aviation.com/de/cats-corner.html,+41438189763,8302
"LyLai, Chinese Table","Schaffhauserstrasse 157, 8302 Kloten",table@lylai.ch,https://lylai.ch/,+41445216688,8302
Asia Lotus Thai Restaurant,"Kirchgasse 27, 8302 Kloten",,http://www.asialotus.ch/,+41448030808,8302
Rolli's Steakhouse Kloten,"Gerbegasse 9, 8302 Kloten",,http://www.rollis-steakhouse.ch/,+41448142774,8302
La bottega da Pina,"Marktgasse 1, 8302 Kloten",bevilacquapina@gmail.com,https://www.labottegadapina.ch/,+41445404050,8302
Hans im Glück Gasthaus,"Graswinkelstrasse 54, 8302 Kloten",,http://www.pigna.ch/gasthaus,+41448007600,8302
Restaurant zur alten Taverne,"Schaffhauserstrasse 161, 8302 Kloten",,https://www.taverne-kloten.ch/deutsch/startseite,+41448141200,8302
Villa Antinori da Bindella,8302 Kloten,,,+41438161616,8302
7 PASTA Pizzakurier & Partyservice,"Steinackerstrasse 35, 8302 Kloten",info@7pasta.ch,http://www.7pasta.ch/,+41448030707,8302
Hotel / Restaurant Bramen,"Schaffhauserstrasse 62, 8302 Kloten",info@bramen.ch,,+41448140000,8302
Snus Bar,"Steinackerstrasse 41, 8302 Kloten",,,+41448031460,8302
Iko Kloten GmbH,"Bachstrasse 7, 8302 Kloten",,,+41435404500,8302
MEAT's Steakhouse AG,"Holbergstrasse 1, 8302 Kloten",,,+41448047570,8302
Restaurant Sonne,"Bahnhofstrasse 13, 8302 Kloten",,,+41446511010,8302
The Londoner Pub,"Schaffhauserstrasse 62, 8302 Kloten",info@bramen.ch,,+41448140000,8302
Restaurant RIAS,"Gerbegasse 6, 8302 Kloten",info@rias.ch,,+41448142652,8302
Nelson Pub,"Schaffhauserstrasse 135, 8302 Kloten",,,+41448131284,8302
PEKING GARDEN AG,"Bahnhofstrasse 5, 8302 Kloten",,,+41442222888,8302
YOURCAREERGROUP Schweiz GmbH,"Lindenstrasse 25, 8302 Kloten",info@yourcareergroup.ch,,+41417674050,8302
Indian Restaurant Zum Goldenen Tor,"Kirchgasse 14, 8302 Kloten",info@ZumGoldenenTor.ch,,+41438189225,8302
Restaurant Flavour of India GmbH,"Kalchengasse 12, 8302 Kloten",info@flavour-of-india.ch,,+41432556710,8302
Restaurant Tschadun,"Hamelirainstrasse 5, 8302 Kloten",allegralodge@welcomehotels.ch,,+41448044445,8302
Air Restaurant,"Flughafenstrasse, 8302 Kloten",,,+41438166022,8302
McDonald's Restaurant,8302 Kloten,,,+41433052800,8302
Migros Restaurant Kloten,"Kirchgasse 3, 8302 Kloten",,,+41448132002,8302
Restaurant A,"Rondellstrasse, 8302 Kloten",restaurant.a@sv-group.ch,,+41799611219,8302
Restaurant Dorfnaescht,"Grubenstrasse 9, 8302 Kloten",,,+41446511488,8302
Restaurant JetSet J. Shabanaj,"Oberfeldstrasse 14, 8302 Kloten",,,+41448039955,8302
Restaurant Pizzeria Sternen,"Kirchgasse 36, 8302 Kloten",,,,8302
Restaurant Stadion,"Schluefweg 10, 8302 Kloten",,,+41448137546,8302
Restaurant Stopover,"Operations Center 4, 8302 Kloten",stopover@sv-group.ch,,+41796918504,8302
Restaurant Zentrum Schluefweg,"Schluefweg 10, 8302 Kloten",,,+41448140834,8302
Pizza Kurier Hothouse,"Bachstrasse 7, 8302 Kloten",,,+41435404500,8302
Früchtebox Express AG,"Hagenholzstrasse 20, 8302 Kloten",info@fruechtebox-express.com,,+41435230120,8302
Gina's Bistro,"Oberfeldstrasse 14, 8302 Kloten",ginas.bistrokloten@gmail.com,,+41433052226,8302
Pizza & Pasta,"Parken Flughafen Zürich, 8302 Kloten",flughafen.info@autogrill.net,,+41438166002,8302
Ripasso,"Marktgasse 3, 8302 Kloten",info@ripasso-kloten.ch,,+41445406436,8302
Ristorante Mercato,"Marktgasse 19, 8302 Kloten",,,+41448044466,8302
Starbucks,"Parken Flughafen Zürich 2472, 8302 Kloten",customer.relations@ssp-ch.com,,+41438168598,8302
Starbucks,"Frachtstrasse 2, 8302 Kloten",customer.relations@ssp-ch.com,,+41438168598,8302
upperdeck,"Flughafen Zürich, 8302 Kloten",info@upperdeck-zrh.ch,,+41438166016,8302
Bäckerei-Conditorei Fleischli AG,"Schaffhauserstrasse 114, 8302 Kloten",,,+41432556480,8302
Baracca Zermatt Kloten,"Kirchgasse 16, 8302 Kloten",social@baracca-zermatt.ch,,+41438101818,8302
Center Bar,"Terminal 3, 8302 Kloten",,,+41445764680,8302
Gasthof Geerlisburg,"Gerlisberg 2, 8302 Kloten",info@geerlisburg.ch,,+41445775588,8302
Hum Kitchen,"Kirchgasse 14, 8302 Kloten",humkitchen@gmail.com,,+41763441709,8302
Oase,"Oberfeldstrasse 31, 8302 Kloten",info@oase-kloten.ch,,+41786259030,8302
Pizza Pizzoli,"Oberfeldstrasse 12a, 8302 Kloten",,,+41445080103,8302
puur Balsberg,"Balz-Zimmermann-Strasse 7, 8302 Kloten",,,+41438121848,8302
Red Lion Kloten GmbH,"Schaffhauserstrasse 147, 8302 Kloten",,,+41448032288,8302
Siam Square,"Lufingerstrasse 2, 8302 Kloten",,,+41448032672,8302
Sprüngli Café & Lounge,"Parken Flughafen Zürich 2, 8302 Kloten",,,+41764278754,8302
Sushi Bar Oishi,"Marktgasse 1, 8302 Kloten",,,+41448032888,8302
Terminal Gastrobar,"Kirchgasse 27, 8302 Kloten",info@terminal-bar.ch,,+41799460282,8302
You You Take Away Chen You,"Industriestrasse 40, 8302 Kloten",,,+41448031770,8302
Angels-Point Pizza,"Ifangstrasse 12, 8302 Kloten",,,+41448130370,8302
Zentrum und Stadion Schluefweg,"Schluefweg 10, 8302 Kloten",,http://www.schluefweg.ch/,+41448048585,8302
Sporthalle Ruebisbach,"Talacherstrasse 2, 8302 Kloten",,,+41799305551,8302
