name,address,email,website,phone,postalCode
Ristorante Valentino,"Güterstrasse 183, 4053 Basel",info@ristorante-valentino.ch,https://www.ristorante-valentino.ch/,+41615068522,4053
Café Momo,"Bruderholzstrasse 108, 4053 Basel",,,+41613678600,4053
China Restaurant FuTo,"Hochstrasse 51, 4053 Basel",,,+41613612828,4053
L'ESPRIT,"Laufenstrasse 44, 4053 Basel",info@lesprit.ch,http://www.lesprit.ch/,+41613315770,4053
Braustube,"Gundeldingerstrasse 287, 4053 Basel",,,+41613388383,4053
THAI Restaurant Suki CHOCKCHAI,"Dornacherstrasse 195, 4053 Basel",,,+41613316098,4053
Restaurant blindekuh Basel,"Dornacherstrasse 192, 4053 Basel",basel@blindekuh.ch,,+41613363300,4053
Restaurant Viertelkreis,"Gundeldingerstrasse 505, 4053 Basel",mail@viertel-kreis.ch,,+41613311701,4053
Züribieter,"Dornacherstrasse 152, 4053 Basel",,,+41613615252,4053
Khao Hom Thai,"Dornacherstrasse 23, 4053 Basel",info@khao-hom.ch,https://www.khao-hom.ch/,+41612813333,4053
Restaurant Laufeneck,"Münchensteinerstrasse 134, 4053 Basel",,,+41613311786,4053
Bundesbahn,"Hochstrasse 59, 4053 Basel",info@bundesbaehnli.ch,,+41613619188,4053
Spark Wine & Coffee Bar,"Güterstrasse 166, 4053 Basel",info@sparklingventure.com,,+41615341455,4053
zur Wanderruh,"Dornacherstrasse 151, 4053 Basel",,,+41613610888,4053
Mandarin,"Sempacherstrasse 7, 4053 Basel",,,+41613613865,4053
Migros Restaurant MPARC Dreispitz,"Münchensteinerstrasse 200, 4053 Basel",,,+41585757285,4053
Restaurant Schwyzerhüsli,"Güterstrasse 134, 4053 Basel",,,+41613610620,4053
Miake Izakaya,"Sempacherstrasse 7, 4053 Basel",info@miake.ch,http://www.miake.ch/,+41613111313,4053
Mondo Pizzeria & Restaurant,"Dornacherstrasse 220, 4053 Basel",,,+41617123232,4053
SBB Restaurant zur Juraschlaufe,"Walkeweg 55, 4053 Basel",zurjuraschlaufe@zfv.ch,,+41613330595,4053
Star Restaurant-Cafe,"Gueterstrasse 130, 4053 Basel",Yildiz.lin@hotmail.com,,+41613616760,4053
Kunsteisbahn Margarethen Restaurant,"Margarethenstrasse 10, 4053 Basel",,,+41613611130,4053
Bar Restaurant 100 GmbH,"Güterstrasse 100, 4053 Basel",,,+41612713158,4053
Café Restaurant BLTC Smash,"Gundeldingerstrasse 1a, 4053 Basel",,,+41612726941,4053
Restaurant Biladalsham Hasan,"Solothurnerstrasse 37, 4053 Basel",,,,4053
Restaurant Knock on Wood - Vietnamese Fusion Cuisine,"Bruderholzstrasse 39, 4053 Basel",,,+41613616060,4053
Restaurant Pizzeria Gundeli Casino,"Tellplatz 6, 4053 Basel",,,+41613615502,4053
Restaurant Solothurnerhof,"Solothurnerstrasse 37, 4053 Basel",,,+41764008449,4053
Sagon-Thai Food,"Lyon-Strasse, 4053 Basel",sagonthaifood@gmail.com,,+41793107060,4053
Coop,"Güterstrasse 190, 4053 Basel",,,+41613669630,4053
escasano GmbH,"Güterstrasse 172, 4053 Basel",info@escasano.ch,,+41613616000,4053
Da Graziella,"Dornacherstrasse 283, 4053 Basel",,,+41616924939,4053
Haltestelle,"Gempenstrasse 5, 4053 Basel",,,+41613612026,4053
Café del Mundo GmbH,"Güterstrasse 158, 4053 Basel",,,+41613611691,4053
Café The Point,"Münchensteinerstrasse 200, 4053 Basel",,,+41614814559,4053
La Columbiana,"Güterstrasse 112, 4053 Basel",,,+41613610212,4053
Wasabi,"Güterstrasse 138, 4053 Basel",,,+41613630000,4053
Au Jardin,"Gueterstrasse 150, 4053 Basel",kontakt@aujardin-basel.ch,,+41613610112,4053
Domino's Pizza Basel Gundeli,"Gueterstrasse 99, 4053 Basel",marketing@dominos.ch,,,4053
dreispitzrestaurant@gmail.com,"Reinacherstrasse 30, 4053 Basel",,,+41613310926,4053
Grissini,"Zwingerstrasse 10, 4053 Basel",kontakt@grissini-basel.ch,,+41612298515,4053
Hadiqa Basel,"Dornacherstrasse 252, 4053 Basel",info@hadiqa.ch,,+41791375604,4053
La Manufacture Gundeli,"Hochstrasse 56, 4053 Basel",info@lamanufacture-restaurant.com,,+41615545250,4053
Mrs Burger,"Meret Oppenheim-Platz, 4053 Basel",eat@mrsburger.ch,,+41786287989,4053
Mum's Kitchen,"Margarethenstrasse 45, 4053 Basel",,,+41612718989,4053
Pizza Time GmbH,"Dornacherstrasse 154, 4053 Basel",,,+41848148148,4053
Residenz Südpark,"Meret Oppenheim-Strasse 62, 4053 Basel",mail@residenz-suedpark.ch,,+41613665555,4053
Solo21,"Solothurnerstrasse 21, 4053 Basel",info@solo21.ch,,+41615564909,4053
"Tellplatz 3, Spezereien & Frohkost","Tellplatz 3, 4053 Basel",sappperlot@tellplatz3.ch,,+41615005902,4053
Union Diner MOH GmbH,"Meret Oppenheim-Platz 1, 4053 Basel",moh@uniondiner.ch,,+41612710266,4053
Bio Bistro,"Bruderholzstrasse 108, 4053 Basel",,,+41613359997,4053
Bohemia Café Bar Paninoteca,"Dornacherstrasse 255, 4053 Basel",,,+41613338000,4053
BP Service Dreispitz,"Leimgrubenweg 25, 4053 Basel",,,+41613330719,4053
Brauerei Unser Bier AG,"Gundeldingerstrasse 287, 4053 Basel",info@unser-bier.ch,,+41613388383,4053
Butterfly,"Güterstrasse 170, 4053 Basel",,,+41615541034,4053
Café Bar Royal,"Güterstrasse 92, 4053 Basel",,,+41797254500,4053
Dreispitz,"Reinacherstrasse 30, 4053 Basel",,,+41613310925,4053
Finkmueller,"Gueterstrasse 104, 4053 Basel",,,+41796012361,4053
Gastronomia Peppino,"Zwingerstrasse 29, 4053 Basel",,,,4053
Jobfactory,"Münchensteinerstrasse 268, 4053 Basel",info@jobfactory.ch,,+41615600185,4053
L'esquina,"Tellplatz 1, 4053 Basel",info@lesquina.ch,,+41613612000,4053
La Republique du Croissant,"Gueterstrasse 149, 4053 Basel",,,+41615544026,4053
lever du soleil GmbH,"Frobenstrasse 2, 4053 Basel",,,+41612715181,4053
Peng Dumplings Basel,"Zwingerstrasse 29, 4053 Basel",info@peng-dumplings.ch,,+41613617232,4053
Plato Kitchen Bar GmbH,"Bruderholzstrasse 49, 4053 Basel",info@platokitchenbar.ch,,+41613631976,4053
Ploy Siam - Authentic Thai Cuisine Knuchel Christian,"Güterstrasse 187, 4053 Basel",,,+41792316739,4053
Ristaurante il Gusto,"Margarethenstrasse 60, 4053 Basel",,,+41615352675,4053
Sandwich Kurier Basel,"Hochstrasse 54, 4053 Basel",,,+41797290433,4053
Schmatz,"Frankfurt-Strasse 36, 4053 Basel",kontakt@schmatzbasel.ch,,+41613378201,4053
Sprungli,"Gueterstrasse 115, 4053 Basel",,,+41613620066,4053
Su-Li,"Sempacherstrasse 3, 4053 Basel",rest.suli@gmail.com,,+41786966629,4053
The Blue Palms,"Lyon-Strasse 4, 4053 Basel",,,+41613315046,4053
ThePoint,"Münchensteinerstrasse 200, 4053 Basel",,,+41613332140,4053
tibits Basel Gundeli,"Meret Oppenheim-Platz 1, 4053 Basel",,,+41615314040,4053
VITO,"Güterstrasse 138, 4053 Basel",,,+41796462211,4053
WERK 8,"Dornacherstrasse 192, 4053 Basel",reservation@werkacht.ch,,+41615510880,4053
Plattner AG,"Winkelriedplatz 8, 4053 Basel",info@garage-plattner.ch,http://www.garage-plattner.ch/,+41613619090,4053
Fiat Vertretung,"Winkelriedplatz 8, 4053 Basel",info@garage-plattner.ch,,+41613619090,4053
Lang Urs,"Thiersteinerallee 11, 4053 Basel",,,+41613315119,4053
Weber Urs,"Delsbergerallee 86, 4053 Basel",,,+41613314641,4053
