name,address,email,website,phone,postalCode
Restaurant de l'Ours,"Passage de l'Ours 1, 2740 Moutier",info@ours-moutier.ch,http://ours-moutier.ch/,+41325360631,2762
le Tabou,"Rue de la Prévôté 9, 2740 Moutier",,http://www.le-tabou.ch/,+41324936171,2762
Vivaldi Restaurant Pizzeria,"Rue Centrale 53, 2740 Moutier",,http://www.juragourmand.ch/vivaldi,+41323411819,2762
Maison des Brochettes,"Rue Centrale 70, 2740 Moutier",,http://www.juragourmand.ch/maisondesbrochettes-moutier,+41325364515,2762
Le Soleil,"Rue de l'Hôtel-de-Ville 7, 2740 Moutier",,http://www.le-soleil.ch/,+41324934090,2762
Burger Bar Chez Claudy Rumo,"Avenue de la Liberté 18, 2740 Moutier",cr.rumo@gmail.com,,+41324931515,2762
Amici della Casa,"Avenue de la Gare 9, 2740 Moutier",,,+41324934038,2762
Buffet express CFF,"Avenue de la Gare, 2740 Moutier",,,+41324933232,2762
Il Capriccio Di Marzo Alberto,"Rue des Oeuches 10, 2740 Moutier",,,+41324931313,2762
Le Colibri Pizza & Kebab,"Rue Centrale 13, 2740 Moutier",,,+41324932811,2762
Resto de la Haute,"Montagne de Moutier 50, 2740 Moutier",phil-van@hotmail.com,,+41324931424,2762
du Coq d'Or,"Au Village 8, 2830 Vellerat",,,+41324351661,2762
Hôtel Restaurant de la Gare,"Avenue de la Gare 19, 2740 Moutier",,,+41324931031,2762
Krua Chao Phraya,"Rue Centrale 78, 2740 Moutier",,,+41324931037,2762
Restaurant Orient Palace,"Choindez 11, 2830 Courrendlin",info@restaurant-orientpalace.ch,,+41782108182,2762
"Restaurant ""Associação Portuguesa de Moutier""","Rue de Soleure 25, 2740 Moutier",,,+41324931855,2762
Restaurant Da Vinci,"Rue de l'Hôtel-de-Ville 6, 2740 Moutier",,,+41324933653,2762
Restaurant du Cheval Blanc,"Rue Centrale 52, 2740 Moutier",lechevalblanc@bluewin.ch,,+41324931044,2762
Joshi Pizza & Kebab,"Avenue de la Liberté 24, 2740 Moutier",,,+41324936580,2762
des Gorges,"Rue des Gorges 26, 2740 Moutier",,,+41324931669,2762
Schuppisser Yves,"Rue Centrale 76, 2740 Moutier",,,+41324931112,2762
Werth Confiserie Tea-Room,"Rue de l'Hôtel-de-Ville 10, 2740 Moutier",,,+41324931210,2762
Hôtel Oasis,"Rue des Oeuches 10, 2740 Moutier",info@hotel-oasis.ch,,+41324952020,2762
Sabor Português,"Rue de Soleure 25, 2740 Moutier",,,,2762
Cucina Italiana,"Rue de l'Hôtel-de-Ville 3, 2740 Moutier",,,+41324935965,2762
du Moulin,"Rue du Moulin 5, 2832 Rebeuvelier",,,+41324355234,2762
Le Double Bonheur,"Rue Centrale 72, 2740 Moutier",,,+41324933020,2762
Ristorante Pizzeria Sapori d'Italia,"Avenue de la Liberté 12, 2740 Moutier",,,+41324932222,2762
