name,address,email,website,phone,postalCode
Capri,"Bleikenstrasse 91, 9630 Wattwil",,http://www.pizzeria-capri.ch/,+41719881489,9630
Restaurant National GmbH,"Näppis-Ueli-Strasse 10, 9630 Wattwil",info@national-wattwil.ch,http://www.national-wattwil.ch/,+41719881121,9630
Café Diggelmann,"Dorfplatz 9, 9630 Wattwil",,,+41719881057,9630
Restaurant Rössli,"Vorderer Hummelwald 1193, 9630 Wattwil",,,+41719850580,9630
Adler,"Rickenstrasse 65, 9630 Wattwil",,,+41719881009,9630
Anker,"Heiterswil 2230, 9630 Wattwil",,,+41719881283,9630
Chrüzegg,"Hembergerstrasse 19, 9630 Wattwil",,,+41552845484,9630
Restaurant Falken,"Rickenstrasse 49, 9630 Wattwil",,,+41719881151,9630
Drei Eidgenossen Restaurant Pizzeria,"Ebnaterstrasse 225, 9630 Wattwil",manokarathasan@gmail.com,,+41719881911,9630
Migros Restaurant Wattwil,"Bahnhofstrasse 19, 9630 Wattwil",,,+41587127730,9630
"Restaurant China Garden, He","Dorfplatz 3, 9630 Wattwil",,,+41719883220,9630
Restaurant Churfirsten,"Scherrer 2680, 9630 Wattwil",,,+41719881284,9630
Restaurant Eggberg,"Eggberg 22, 9630 Wattwil",info@eggberg.ch,,+41719881230,9630
Restaurant Thai Traube,"Ebnaterstrasse 213, 9630 Wattwil",,,+41713611142,9630
BP Service Wattwil,"Ebnaterstrasse 63, 9630 Wattwil",,,+41719887701,9630
Pizza-Kurier Take-Away Imperium,"Ebnaterstrasse 31, 9630 Wattwil",,,+41719850809,9630
Bäckerei-Konditorei Forrer,"Bahnhofstrasse 4, 9630 Wattwil",beck.forrer@thurweb.ch,,+41719888680,9630
I Due Fratelli,"Ebnaterstrasse 55, 9630 Wattwil",,,+41719888133,9630
Bäckerei Abderhalden AG Wattwil,"Poststrasse 22, 9630 Wattwil",info@cafe-abderhalden.ch,,+41719881155,9630
Cafe am Dorfbach,"Ringstrasse 10, 9630 Wattwil",info@cafe-am-dorfbach.ch,,+41774204320,9630
