name,address,email,website,phone,postalCode
Speiserestaurant Freudenberg,"Stutzenbühlstrasse 17, 9242 Oberuzwil",,https://www.restaurant-freudenberg.ch/,+41719513111,9242
Pinocchio,"Flawilerstrasse 32, 9242 Oberuzwil",,,+41719513651,9242
Ochsen,"Wiesentalstrasse 1, 9242 Oberuzwil",,,+41719502591,9242
La Casa del Gusto,"Wilerstrasse 1A, 9242 Oberuzwil",,,+41719526565,9242
Restaurant Kreuz,"Jägerhaus 5, 9242 Oberuzwil",,,+41448626782,9242
Rose,"Wiesentalstrasse 14, 9242 Oberuzwil",,,+41719515680,9242
El Rincón,"Im Lindengarten 14, 9242 Oberuzwil",restaurant@elrincon.ch,,+41715556252,9242
Gasthaus Zum Rossli,"Flawilerstrasse 2, 9242 Oberuzwil",Info@gasthausroessli.com,,+41719515310,9242
Schützenhaus,"Schützenhaus 12, 9242 Oberuzwil",,,+41719515447,9242
Weingartenstube,"Bahnhofstrasse 1, 9242 Oberuzwil",,,+41719550000,9242
