name,address,email,website,phone,postalCode
PaSiWo,"Klybeckstrasse 2, 4057 Basel",,http://www.pasiwo.ch/,+41616816033,4057
Restaurant Zum Onkel,"Mörsbergerstrasse 2, 4057 Basel",bureau@zum-onkel.ch,https://www.zum-onkel.ch/,+41615546530,4057
Alters- und Pflegeheim Marienhaus,"Horburgstrasse 54, 4057 Basel",marienhaus@marienhaus.ch,http://www.marienhaus.ch/,+41616906262,4057
Zum goldenen Fass,"Hammerstrasse 108, 4057 Basel",,https://www.goldenes-fass.ch/,+41616933400,4057
KaBAR in der Kaserne,"Klybeckstrasse 1B, 4057 Basel",,,+41616814717,4057
Detto Pronto AG,"Brombacherstrasse 2, 4057 Basel",,,+41616831550,4057
Restaurant Sultan Saray,"Feldbergstrasse 53, 4057 Basel",,,+41616924135,4057
Restaurant Schiff,"Hochbergerstrasse 134, 4057 Basel",restaurantschiff@hotmail.ch,http://www.schiff-restaurant.ch/,+41616311820,4057
Eintracht,"Oetlingerstrasse 64, 4057 Basel",,,+41616914410,4057
Thai-Restaurant boo,"Klybeckstrasse 86, 4057 Basel",,,+41616814108,4057
Concordia,"Haltingerstrasse 11, 4057 Basel",,,+41616815505,4057
Depot 14,"Gärtnerstrasse 55, 4057 Basel",,,+41616312228,4057
Platanenhof,"Klybeckstrasse 241, 4057 Basel",,,+41616310090,4057
parterre one,"Klybeckstrasse 1B, 4057 Basel",one@parterre.net,http://www.parterre-one.ch/,+41616958998,4057
Restaurant zum wilden Mann,"Horburgstrasse 80, 4057 Basel",,http://www.restaurant-zumwildenmann.ch/,+41616012419,4057
Rest.- Café- Bar Globàle,"Claragraben 101, 4057 Basel",,,+41616837710,4057
"Bar Restaurant Delphin, Perihan Birdemir","Feldbergstrasse 59, 4057 Basel",,,+41616917694,4057
GYYM Health & Fitness AG Basel,"Hochbergerstrasse 70, 4057 Basel",,,+41616333020,4057
Pizza Picasso,"Klybeckstrasse 107, 4057 Basel",,,+41616919191,4057
Restaurant Baris GmbH,"Feldbergstrasse 70, 4057 Basel",,,+41616814466,4057
Siesta-Rest GmbH,"Efringerstrasse 30, 4057 Basel",,,+41616831155,4057
Thai-Family Restaurant Sudsaard,"Hammerstrasse 69, 4057 Basel",info@thaifamily.ch,,+41616814045,4057
Valentino's Place,"Kandererstrasse 35, 4057 Basel",,,+41616921155,4057
McDonald's Restaurant,"Hochbergerstrasse 70, 4057 Basel",,,+41616315677,4057
Restaurant 90 GmbH,"Uferstrasse 90, 4057 Basel",,,+41616384430,4057
Restaurant Golden Day,"Amerbachstrasse 66, 4057 Basel",,,+41616811410,4057
"Restaurant zu Hause, Thomas Meier","Hochbergerstrasse 15, 4057 Basel",info@madi.ch,https://www.madi.ch/,+41616931220,4057
Restaurant Union,"Klybeckstrasse 95, 4057 Basel",info@union-restaurant.com,,+41616837770,4057
Restaurant Künstler Klause,"Klingentalstrasse 79, 4057 Basel",,,+41616934910,4057
3RA GmbH,"Klybeckstrasse 99, 4057 Basel",,,+41616926273,4057
Chanthaburi,"Feldbergstrasse 57, 4057 Basel",,,+41616832223,4057
Fujin Sushi Bar & Restaurant,"Klybeckstrasse 92, 4057 Basel",info@fujinsushi.ch,,+41616910772,4057
