name,address,email,website,phone,postalCode
Santa Verena Restaurant Pizzeria,"Strählgasse 1, 8832 Wollerau",info@santaverena.ch,https://santaverena.ch/,+41447840618,8832
Gasthaus zur Metzg,"Kirchplatz 6, 8832 Wollerau",kontakt@zurmetzg.ch,https://www.zurmetzg-wollerau.ch/,+41433119288,8832
Restaurant Bahnhöfli,"Etzelstrasse 2, 8832 Wollerau",g.bissig@bluewin.ch,http://www.bahnhoefli-wollerau.ch/,+41447841456,8832
Restaurant Orion GmbH,"Hauptstrasse 19, 8832 Wollerau",orion8832@outlook.com,https://www.restaurant-orion.ch/,+41446871116,8832
Hirschen,"Hauptstrasse 32, 8832 Wollerau",,,+41447847240,8832
Restaurant Erlenmoos,"Sihleggstrasse 4, 8832 Wollerau",,,+41438102657,8832
Restaurant Pyramide,"Samstagernstrasse 41, 8832 Wollerau",welcome@restaurant-pyramide.ch,,+41438889636,8832
McDonald's Restaurant,"Autobahnzentrum Fuchsberg, 8832 Wollerau",,,+41554201800,8832
Restaurant Sihlegg,"Schindellegistrasse 64, 8832 Wollerau",info@sihlegg.ch,,+41447840437,8832
Cafi Holzofe,"Bächergässli 8, 8832 Wollerau",,http://www.cafi-holzofe.ch/,+41447842021,8832
Pizzakurier Nemo,"Fällmisstrasse 3, 8832 Wilen b. Wollerau",,,+41438446902,8832
Macao China Garden,"Hauptstrasse 50, 8832 Wollerau",,,+41447840888,8832
"Ristorante Pizzeria Nuovo Mulino, Pietrangeli","Allenwindenstrasse 10, 8832 Wollerau",,,+41447841709,8832
Malerfachbetrieb Lacher GmbH,"Samstagernstrasse 51, 8832 Wollerau",,http://www.malerfachbetrieb.ch/,+41447862252,8832
Stiftung Alterszentrum Turm-Matt,"Bahnhofstrasse 16, 8832 Wollerau",info@az-turmmatt.ch,https://turmmattwollerau.ch/,+41447870909,8832
