name,address,email,website,phone,postalCode
Obstmühle,"Grundstrasse 13, 6430 Schwyz",info@obstmuehle.ch,,+41418111888,6430
Pompello AG,"Sonnenplätzli 3, 6430 Schwyz",,,+41418102520,6430
Posca Vini Passioni Italiane Wine and Food,"Hauptplatz 6, 6430 Schwyz",verkauf@poscavini.ch,https://passioni-italiane.ch/,+41762759318,6430
Gasthaus Engel,"Schulgasse 13, 6430 Schwyz",,,+41418111242,6430
Hirschen Backpacker-Hotel & Pub,"Hinterdorfstrasse 14, 6430 Schwyz",info@hirschen-schwyz.ch,,+41418111276,6430
Restaurant Asien Ratskeller,"Strehlgasse 3, 6430 Schwyz",,,+41418111087,6430
Imbisspudel,"Schützenstrasse 15, 6430 Schwyz",,,+41418101187,6430
Kreuz & Quer Schwyz GmbH,"Hauptplatz 7, 6430 Schwyz",info@kreuzundquer-schwyz.ch,,+41418100101,6430
Krone,"Grundstrasse 8, 6430 Schwyz",,,+41418111860,6430
Pöstli,"Pfarrgasse 4, 6430 Schwyz",,,+41418111516,6430
Restorante La Piazzetta,"Archivgasse 6, 6430 Schwyz",,,+41418104670,6430
Riedstube,"Ried 4, 6430 Schwyz",,,+41418112462,6430
Schwyzer-Stubli,"Riedstrasse 3, 6430 Schwyz",,,+41418111066,6430
HAUG Confiserie Café Restaurant AG,"Postplatz 4, 6430 Schwyz",contact@cafehaug.ch,,+41418111616,6430
"Domenico Defina, Pizzeria-Restaurant Sternen","Zeughausstrasse 6, 6430 Schwyz",,,+41418112275,6430
Restaurant MythenForum,"Reichsstrasse 12, 6430 Schwyz",gastro@mythenforum.ch,,+41418186050,6430
Restaurant zum Acher,"Grundstrasse 32A, 6430 Schwyz",,,+41418183299,6430
Restaurant Höfli,"Reichsgasse 14, 6430 Schwyz",,,+41418111331,6430
Cafe Konditorei Ryser,"Schmiedgasse 3, 6430 Schwyz",,http://www.cafe-ryser.ch/,+41418113120,6430
Fopisa Schwyz GmbH,"Hirzengasse 3, 6430 Schwyz",info@fopisa-schwyz.ch,,+41418101822,6430
Bistro Bären,"Herrengasse 12, 6430 Schwyz",hallo@bistrobaeren.ch,,+41415993363,6430
CafeLaden,"Schulgasse 7, 6430 Schwyz",hallo@cafeladen.ch,,+41415586100,6430
Lüönd Schwyzer Qualitätskonditorei Filiale Steisteg-Märcht,"Oberer Steisteg, 6430 Schwyz",info@luond.ch,,+41418117020,6430
Bluemlisberg,"6430 Schwyz 3, 6430 Schwyz",,,+41418101022,6430
Kündig Adolf,"Rickenbachstrasse 50, 6430 Schwyz",,,+41418111402,6430
Kündig Adolf,"Rickenbachstrasse 50, 6430 Schwyz",,,+41418111402,6430
