name,address,email,website,phone,postalCode
Restaurant Le Pécos,"Chemin du Pécos 3, 1422 Grandson",,http://restaurant-lepecos.ch/,+41244452476,1430
l'Expo,"En Chamard 14, 1442 Montagny-près-Yverdon",,http://www.restaurant-pizzeria-expo.ch/,+41244453161,1430
Auberge de la Couronne,"Au Village 1, 1420 Fiez",,https://aubergecouronnefiez.com/,+41244361151,1430
Restaurant Cercle de la Voile,"Chemin du Pécos 5, 1422 Grandson",,http://restaurantlavoilegrandson.ch/,+41244454055,1430
Auberge de Champvent,"Grand Rue 7, 1443 Champvent",info@aubergedechampvent.ch,,+41244591111,1430
Restaurant des Moulins,"Route de Lausanne 23B, 1422 Grandson",,,+41244259626,1430
Allo Pizza,"Avenue de Grandson 68, 1400 Yverdon-les-Bains",,,+41244253349,1430
Le Chamard,"En Chamard 51, 1442 Montagny-près-Yverdon",,,+41244456101,1430
Restaurant de la Croix-Blanche,"Route de Lausanne 25, 1422 Grandson",,,+41244454372,1430
Centre Sportif,"Grand-Rue 3, 1441 Valeyres-sous-Montagny",,,+41244454489,1430
de la Brinaz,"La Brinaz 9, 1442 Montagny-près-Yverdon",,,+41244452822,1430
du Cheval Blanc,"Route de la Brinaz 1, 1422 Grandson",,,+41244454353,1430
Hôtel de l'Ours,"Route de Sainte-Croix 7, 1445 Vuiteboeuf",,,+41244592259,1430
New-York City,"Avenue de Grandson 70A, 1400 Yverdon-les-Bains",,,+41244453893,1430
O'VERTIGE,"Chemin du Clos Lucens 2, 1442 Montagny-près-Yverdon",contact@o-vertige.ch,,+41245343030,1430
Cafe Restaurant du Tilleul,"Rue du Village, 1436 Chamblon",,,+41244453137,1430
McDonald's Restaurant,"En Chamard 12, 1442 Montagny-près-Yverdon",,,+41244462600,1430
Coop,"En Chamard 31, 1442 Montagny-près-Yverdon",,,+41244474280,1430
Ackermann Artisan Boulanger Sàrl,"Route de Lausanne 27, 1422 Grandson",info@ackermannartisan.swiss,,+41244451640,1430
La Buvette du Solier,1450 Sainte-Croix,info@lesollier.ch,,+41244542354,1430
