name,address,email,website,phone,postalCode
Senevita Burgdorf,"Lyssachstrasse 77, 3400 Burgdorf",,http://www.burgdorf.senevita.ch/,+41344310000,3400
Hotel & Restaurant Orchidee,"Schmiedengasse 20, 3400 Burgdorf",,http://www.hotel-orchidee.ch/,+41344207777,3400
Zentrum Schlossmatt Region Burgdorf,"Einschlagweg 38, 3400 Burgdorf",info@zsburgdorf.ch,http://www.zsburgdorf.ch/,+41344219111,3400
Beck-in,"Lyssachstrasse 141, 3400 Burgdorf",,http://www.beck-in.ch/,+41344240202,3400
National,"Lyssachstrasse 80, 3400 Burgdorf",info@national-burgdorf.ch,,+41344223098,3400
Serendib,"Metzgergasse 8, 3400 Burgdorf",,,+41344223816,3400
Tennishalle Burgdorf AG,"Zähringerstrasse 39, 3400 Burgdorf",info@tennishalleburgdorf.ch,,+41344227311,3400
Restaurant-Pizzeria-Bernerhof,"Bahnhofstrasse 57, 3400 Burgdorf",,,+41344236880,3400
Ristorante Pizzeria Piazzetta,"Metzgergasse 1, 3400 Burgdorf",info@piazzettagastroag.ch,http://www.piazzettagastroag.ch/,+41344222122,3400
Landhaus Burgdorf,"Sägegasse 33, 3400 Burgdorf",info@landhaus-burgdorf.ch,http://www.landhaus-burgdorf.ch/,+41344222992,3400
Aemmi & Asien Garden GmbH,"Zeughausstrasse 4, 3400 Burgdorf",,http://www.asiengarden.ch/#intro,+41344223518,3400
Landgasthof Sommerhaus,"Aeusseres Sommerhaus 1, 3400 Burgdorf",,http://www.sommerhaus-burgdorf.ch/,+41344225040,3400
Stadthaus,"Kirchbühl 2, 3400 Burgdorf",info@stadthaus.ch,https://www.stadthaus.ch/,+41344288000,3400
da Gino Gastro und Event Betriebe,"Rütschelengasse 17, 3400 Burgdorf",,,+41793061132,3400
Don Antonio,"Herzogstrasse 1, 3400 Burgdorf",,,+41796615084,3400
Restaurant Dettwiler,"Schachen 14, 3400 Burgdorf",,,+41344230044,3400
Schloss Burgdorf,"Schlossgässli 1, 3400 Burgdorf",museum@schloss-burgdorf.ch,,+41344261020,3400
Restaurant Zentrum Schlossmatt Region Burgdorf,"Einschlagweg 38, 3400 Burgdorf",restaurant@zsburgdorf.ch,,+41344219140,3400
Bahnhofbuffet Espresso,"Bahnhofstrasse 44, 3400 Burgdorf",,,+41344232989,3400
Mühle,"Mühlegasse 8, 3400 Burgdorf",,,+41344226025,3400
Restaurant B5 to be,"Bahnhofstrasse 90, 3400 Burgdorf",info@begegnungsmeile.ch,,+41344288428,3400
Restaurant Neumatt,"Dunantstrasse 7B, 3400 Burgdorf",,,+41344220482,3400
Ristorante Salsa,"Tiergarten 1, 3400 Burgdorf",,,+41344221526,3400
zur alten Post,"Hohengasse 10, 3400 Burgdorf",,,+41344222529,3400
Restaurant Overtime,"Fabrikweg 15, 3400 Burgdorf",,,+41798310742,3400
Restaurant Zur Gedult,"Metzgergasse 12, 3400 Burgdorf",,,+41345300272,3400
Hofgut Restaurant,"Bernstrasse 35, 3400 Burgdorf",,,+41344233213,3400
Migros Restaurant Neumarkt,"Lyssachstrasse 27, 3400 Burgdorf",,,+41585674800,3400
Restaurant zur gelben Ente,"Sägegasse 15C, 3400 Burgdorf",info@zurgelbenente.ch,,+41345312353,3400
Senevita Restaurant Viva,"Lyssachstrasse 77, 3400 Burgdorf",rita.fahrni@senevita.ch,,+41344310024,3400
Coop,"Sägegasse 14, 3400 Burgdorf",,,+41344272530,3400
"Widmer, Inhaber Jürg Rentsch","Kirchbühl 7, 3400 Burgdorf",,http://confiserie-widmer.ch/,+41344222191,3400
Artcafé,"Platanenstrasse 3, 3400 Burgdorf",info@museum-franzgertsch.ch,,+41344214014,3400
Da Gino Gastro- und Eventbetriebe,"Rütschelengasse 17, 3400 Burgdorf",,,+41793061132,3400
Fuchs & Specht,"Hofstatt 5, 3400 Burgdorf",info@fuchsundspecht.ch,,+41345301822,3400
Hotel Berchtold,"Bahnhofstrasse 90, 3400 Burgdorf",info@begegnungsmeile.ch,,+41344288428,3400
Chrigubeck,"Frommgutweg 2, 3400 Burgdorf",info@chrigubeck.ch,,+41344222459,3400
Chrigubeck,"Oberburgstrasse 67, 3400 Burgdorf",,,+41344235551,3400
Crystal,"Zeughausstrasse 4, 3400 Burgdorf",,,+41344222262,3400
Kraftwerk Kaffee,"Kirchbergstrasse 23, 3400 Burgdorf",,,,3400
La Bomba,"Schmiedengasse 2, 3400 Burgdorf",costa@cocobar.ch,,,3400
Pub & Brasserie Falken,"Rütschelengasse 1, 3400 Burgdorf",info@falken-burgdorf.ch,,+41344222412,3400
Schlossrestaurant,"Schlossgässli 1, 3400 Burgdorf",,,,3400
Schützenhaus,"Wynigenstrasse 13, 3400 Burgdorf",,,+41344288211,3400
Snack House The Randa,"Bahnhofstrasse 41, 3400 Burgdorf",,,+41344227270,3400
Spanische Weinhalle,"Schmiedengasse 1, 3400 Burgdorf",,,+41344240169,3400
Trinacria Pizza,"Bernstrasse 25A, 3400 Burgdorf",pizzeria.trinacria@bluewin.ch,,+41344240022,3400
Zum Koch,"Oberburgstrasse 5, 3400 Burgdorf",,,+41754227274,3400
Blüten Atelier AG,"Oberburgstrasse 67, 3400 Burgdorf",,http://www.xn--bltenatelier-elb.ch/,+41344239191,3400
Spital Emmental,"Oberburgstrasse 54, 3400 Burgdorf",info@spital-emmental.ch,http://www.spital-emmental.ch/,+41344212121,3400
