name,address,email,website,phone,postalCode
Dolce Vita,"Frauenfelderstrasse 40, 8370 Sirnach",,http://www.ristorante-dolce-vita.ch/,+41719662566,8370
Heubode,"Fischingerstrasse 26, 8370 Sirnach",,,+41719661521,8370
Hotel Restaurant Löwen,"Kirchplatz 1, 8370 Sirnach",,,+41719661866,8370
Post,"Wilerstrasse 12, 8370 Sirnach",,,+41719666135,8370
Hirschen Gloten,"Wilerstrasse 101, 8370 Sirnach",,,+41719662266,8370
Murg,"Lindenstrasse 25, 8370 Sirnach",,,+41719661157,8370
Restaurant - Gasthaus Engel,"Fischingerstrasse 2, 8370 Sirnach",info@engel-sirnach.ch,,+41719663131,8370
Säge,"Sägestrasse 12, 8370 Sirnach",,,+41719661263,8370
Restaurant Avola,"Wilerstrasse 14, 8370 Sirnach",info@avola.ch,,+41719661290,8370
Ristorante a modo mio,"Winterthurerstrasse 51, 8370 Sirnach",,,+41719664433,8370
