name,address,email,website,phone,postalCode
Schloss-Café,"Schlossstrasse 203A, 9435 Heerbrugg",info@schloss-cafe.ch,http://www.schloss-cafe.ch/,+41712821625,9435
Restaurant Bar Sternen GmbH,"Auerstrasse 7, 9435 Heerbrugg",,https://www.sternen-gastro.ch/?fbclid=IwAR0n4Xy4FgkQDgYGNwAR0Fx2xiAJgj5B4Ld96y8QTFKfUbKoWVL2qOXYCss,+41717226000,9435
Pöstli,"Bahnhofstrasse 10, 9435 Heerbrugg",,,+41717222205,9435
SV (Schweiz) AG,"Heinrich-Wild-Strasse 208, 9435 Heerbrugg",,,+41717273093,9435
GT Gastro-Technik GmbH,"Lilienweg 3, 9435 Heerbrugg",,,+41787702123,9435
Restaurant sMadlen,"Auerstrasse 18, 9435 Heerbrugg",reservation@smadlen.ch,,+41717224468,9435
Rheintaler Restaurant Imbiss,"Bahnhofstrasse 10, 9435 Heerbrugg",cembny@hotmail.com,,+41717222205,9435
Coop,"Balgacherstrasse 203, 9435 Heerbrugg",,,+41717271954,9435
max baumberger gmbh,"Kirchstrasse 2, 9435 Heerbrugg",max@maxbaumberger.ch,http://www.maxbaumberger.ch/,+41717222828,9435
Thai Royal,"Bahnhofstrasse 9, 9435 Heerbrugg",,,+41795010101,9435
