name,address,email,website,phone,postalCode
Ladengasse Uslu Gastro GmbH,"Zentralstrasse 16, 6030 Ebikon",info@restaurant-ladengasse.ch,http://www.restaurant-ladengasse.ch/,+41414402366,6030
Wirtschaft Trumpf-Buur,"Trumpf-Buur 1, 6030 Ebikon",info@trumpf-buur.ch,http://www.trumpf-buur.ch/,+41414406252,6030
Restaurant Pizzeria Sonne,"Zentralstrasse 7, 6030 Ebikon",essen@sonne-ebikon.ch,http://sonne-danos.ch/,+41414409040,6030
Landgasthaus Schweizerheim,"Adligenswilerstrasse 48, 6030 Ebikon",,http://www.schweizerheim.ch/,+41414297110,6030
Migros Restaurant Ladengasse,"Zentralstrasse 16, 6030 Ebikon",,,+41414457031,6030
Falken am Rotsee,"Luzernerstrasse 50, 6030 Ebikon",,,+41414201861,6030
Restaurant Seerose,"Rischstrasse 13, 6030 Ebikon",,,+41414440727,6030
Thai Haus Ebikon,"Dorfstrasse 1, 6030 Ebikon",,http://www.thaihausebikon.ch/,+41415582222,6030
Thong Phat Thai Restaurant & Take Away,"Luzernerstrasse 26, 6030 Ebikon",info@thongphatthai.ch,,+41798398989,6030
McDonald's Restaurant,"Ebisquare-Strasse 1, 6030 Ebikon",,,+41414407474,6030
Migros Restaurant Ebikon - Mall of Switzerland,"Ebisquare-Strasse 1, 6030 Ebikon",,,+41414452000,6030
Restaurant Bahnhöfli Danos GmbH,"Bahnhofstrasse 28, 6030 Ebikon",reservation@bahnhoefli-ebikon.ch,,+41414401205,6030
dieci Pizza Kurier Ebikon-Luzern,"Zentralstrasse 3, 6030 Ebikon",,http://www.pizzakurier.ch/,+41414442300,6030
FOODCORNER EBIKON,"Zentralstrasse 2, 6030 Ebikon",,https://foodcorner-ebikon.digitalone.site/,+41414890808,6030
Telepizza - Kebab Take Away,"Luzernerstrasse 53, 6030 Ebikon",,,+41414204440,6030
Asia Number One,"Ebisquare-Strasse 1, 6030 Ebikon",ebikon@asianumberone.ch,,+41414400472,6030
Helvetica Coffee,"Ebisquare-Strasse 1, 6030 Ebikon",info@cinfoodsag.com,,+41414401207,6030
Italienisches Restauant,"Ebisquare-Strasse 1, 6030 Ebikon",info@andulino.com,,+41794865904,6030
Palma Food,"Luzernerstrasse 26B, 6030 Ebikon",info@palmafood.ch,,+41415353890,6030
Ristorante Pizzeria da Vinci,"Oberdierikonerstrasse 3, 6030 Ebikon",glorioso@hispeed.ch,,+41414404091,6030
Sprotzehusli. Ch,"Dorfstrasse 7, 6030 Ebikon",sproetzehuesli@sproetzehuesli.ch,,+41793586838,6030
Sweet Life - Coffee & Sweets,"Ebisquare-Strasse 1, 6030 Ebikon",welcome@sweetlifecoffee.ch,,+41415535256,6030
Tandoori,"Luzernerstrasse 6, 6030 Ebikon",info@tandorri.ch,,+41413405296,6030
Asia Take Away,"Luzernerstrasse 26, 6030 Ebikon",,,+41415340226,6030
Joe & the Juice,"Zugerstrasse 34, 6030 Ebikon",,,,6030
Kebab + Pizza House GmbH,"Luzernerstrasse 15, 6030 Ebikon",,,+41414401155,6030
Oana AG,"Ebisquare-Strasse 2, 6030 Ebikon",,,+41415100616,6030
Papazziano,"Ebisquare-Strasse 1, 6030 Ebikon",info@papazziano.ch,,+41414500406,6030
"Schweizerheim, Gasthaus","Adligenswilerstrasse 48, 6030 Ebikon",,,+41414297110,6030
Migros MM Ladengasse,"Zentralstrasse 16, 6030 Ebikon",,,+41414457030,6030
