name,address,email,website,phone,postalCode
Didi's Pizza-Corner 'die kleine Kneipe',"Bergblick, 6110 Wolhusen",holzofenbrot@bluewin.ch,,+41414900505,6110
Gasthof Krone,"Entlebucherstrasse 41, 6110 Wolhusen",krone.wolhusen@bluewin.ch,http://www.krone-wolhusen.ch/,+41414901123,6110
Bistro Nihat,"Bahnhofstrasse 26, 6110 Wolhusen",info@bistronihat.ch,http://www.bistronihat.ch/,+41414900144,6110
Tropenhaus Wolhusen AG,"Hiltenberg, 6110 Wolhusen",willkommen@tropenhaus-wolhusen.ch,https://www.tropenhaus-wolhusen.ch/,+41419257799,6110
Restaurant Kapello,"Hackenrüti 7, 6110 Wolhusen",,,+41414901818,6110
Imbiss Grillstube Rossei,"Bahnhofstrasse 25, 6110 Wolhusen",lpm@gmx.ch,,+41794154863,6110
Restaurant August,"Bahnhofstrasse 14, 6110 Wolhusen",august@remimag.ch,,+41414901115,6110
Restaurant Rössli ess-kultur,"Menznauerstrasse 2, 6110 Wolhusen",info@roessli-wolhusen.ch,,+41414926060,6110
Cafe Restaurant Terrasse,"Spitalstrasse 23, 6110 Wolhusen",,,,6110
Khao Thai Bistro Restaurant Emmen,"Entlebucherstrasse 29, 6110 Wolhusen",info@khaothai.ch,,+41414910606,6110
Restaurant Bahnhöfli,"Bahnhofstrasse 31, 6110 Wolhusen",bahnhoefliwolhusen@bluewin.ch,,+41414910194,6110
Rebstock,"Menznauerstrasse 41, 6110 Wolhusen",info@rebstock-wolhusen.ch,,+41414901689,6110
The Taste of Siam,"Entlebucherstrasse 14, 6110 Wolhusen",thetasteofsiam@hotmail.com,,+41415538229,6110
Asia-Mai TakeAway & Hauslieferdienst,"Entlebucherstrasse 43, 6110 Wolhusen",info@asia-mai.ch,,+41763824779,6110
Fontanne-Pintli,6110 Fontannen b. Wolhusen,,,+41414902888,6110
The Nucleus,"Hiltenberg 4, 6110 Wolhusen",restaurant@tropenhaus-wolhusen.ch,,+41419257794,6110
