name,address,email,website,phone,postalCode
Ristorante Pizzeria Da Corrado,"Dorfstrasse 49, 3778 Schönried",info@corradotomasini.ch,http://www.dacorrado.ch/,+41337486765,3778
Hotel KERNEN,"Dorfstrasse 58, 3778 Schönried",info@hotel-kernen.ch,http://www.hotel-kernen.ch/,+41337484020,3778
Restaurant Kuhstall,"Waldmattenstrasse 30A, 3778 Schönried",info@snow-sports.ch,http://www.snow-sports.ch/kuhstall.html,+41337483430,3778
Azalee,"Dorfstrasse 14, 3778 Schönried",,,+41337489191,3778
Refuge l' Espace,"Waldmattenstrasse 5, 3778 Schönried",info@experience.ch,,+41797448800,3778
Sämmy's Grill & Bar,"Dorfstrasse 14, 3778 Schönried",,,+41337489191,3778
Black Sheep Café Restaurant,"Waldmattenstrasse 12, 3778 Schönried",food@blacksheep-schoenried.ch,,+41766117717,3778
Restaurant-Bistro La Nicchia,"Dorfstrasse 47, 3778 Schönried",,,+41337443666,3778
Berghaus Horneggli,"Horneggliweg 5, 3778 Schönried",info@huettenzauber.ch,,+41337442757,3778
Moosbar,"Moosweg 28, 3778 Schönried",info@moosbar.ch,,+41796957988,3778
