name,address,email,website,phone,postalCode
Area di servizio Ambrì-Piotta,6776 Piotta,,,+41918736640,6776
Motel Gottardo Sud,"Via di Mezzo 16, 6776 Piotta",info@gottardo-sud.ch,http://www.gottardo-sud.ch/welcome.html,+41918736060,6776
Osteria Altanca,"Altanca 94, 6776 Piotta",,,+41918681715,6776
Capanna Cadagno,6776 Piotta,,,+41918681323,6776
Gobbi,6776 Piotta,,,+41918681173,6776
Autostrada Area di Servizio,6776 Piotta,,,+41918736640,6776
City Quinto,"Aera Cinty Quinto 6776, 6776 Piotta",,,+41918736640,6776
La Tana Del Lupo,"Via Funicolare Ritom 1, 6776 Piotta",,,+41795528493,6776
Ristorante Stazione,"Via San Gottardo, 6776 Piotta",,,+41918681127,6776
Ristoro Taneda,"Cadagno di Fuori 12, 6776 Piotta",,,+41918683756,6776
