name,address,email,website,phone,postalCode
Caseificio dimostrativo del Gottardo SA,"Via Fontana 3, 6780 Airolo",Info@cdga.ch,http://www.cdga.ch/,+41918691180,6780
des Alpes,"Via della Stazione 35, 6780 Airolo",info@hoteldesalpes-airolo.ch,http://www.hoteldesalpes-airolo.ch/,+41918691722,6780
Borelli,"Via San Gottardo 31, 6780 Airolo",,,+41918691222,6780
Hotel Forni,"Via della Stazione 19, 6780 Airolo",info@forni.ch,,+41918691270,6780
Osteria San Gottardo,"Via San Gottardo, 6780 Airolo",,,+41918692435,6780
L.T.W. Sagl,"Via San Gottardo 69, 6780 Airolo",,,+41918256012,6780
Ristorante Flora,"Via San Gottardo 55, 6780 Airolo",mimmoggd@live.it,,+41918692646,6780
Ristorante Forni,"Via della Stazione 19, 6780 Airolo",,,,6780
Easy Stop San Gottardo-sud Stavedro,"Stalvedro 4, 6780 Airolo",,,+41582119950,6780
Ospizio Albergo San Gottardo,6780 Airolo,,,+41918691235,6780
