name,address,email,website,phone,postalCode
Memo Bistro,"Neugasse 7, 9220 Bischofszell",,,+41714200953,9220
Blume,"Fabrikstrasse 12, 9220 Bischofszell",,,+41714225345,9220
Pizzeria Ristorante Caprese GmbH,"Grubplatz 2, 9220 Bischofszell",caprese@hotel-lelion.ch,,+41714246003,9220
Tai-Chi,"Stockenerstrasse 23, 9220 Bischofszell",,,+41714227818,9220
Waldhof,"Niederbürerstrasse 48, 9220 Bischofszell",,,+41714221783,9220
Adler,"Stadelgasse 6, 9220 Bischofszell",,,+41714224120,9220
Eisenbahn,"Steigstrasse 1, 9220 Bischofszell",,,+41714221182,9220
Pizza da Mario,"Neugasse 2, 9220 Bischofszell",,,+41714222522,9220
Rosengarten,"Grabenstrasse 6, 9220 Bischofszell",,,+41714221381,9220
Restaurant Drei Eidgenossen,"Nordstrasse 20, 9220 Bischofszell",,,+41714209770,9220
Restaurant Muggensturm,"Thurfeldstrasse 16, 9220 Bischofszell",info@muggensturm.ch,,+41764752201,9220
Restaurant Blidegg,"Blidegg 6, 9220 Bischofszell",,,+41714221438,9220
Bistro Topolino,"Grubplatz 8, 9220 Bischofszell",,,+41715300044,9220
Cafe & Bar Malu,"Obertor 9, 9220 Bischofszell",info@barmalu.ch,,+41714222525,9220
Kreafine-real Fruit Ice Cream,"Obere Ghöggstrasse 5, 9220 Bischofszell",sara@kreafine.ch,,+41794330195,9220
Storch-Pizza Kurier,"Niederbürerstrasse 43, 9220 Bischofszell",info@storch-pizza.ch,,+41714209020,9220
Hotel Taverne zur Linde,"Grubplatz 6, 9220 Bischofszell",,,+41714221610,9220
Landgasthof Muggensturm,"Thurfeldstrasse 16, 9220 Bischofszell",,,+41767452201,9220
Pizzeria Michelangelo,"Obertor 7, 9220 Bischofszell",,,+41714224188,9220
Réka wein&mehr,"Kirchgasse 29, 9220 Bischofszell",laden@rekaweinundmehr.ch,,+41766831184,9220
