name,address,email,website,phone,postalCode
Baselbieter,"Postgasse 3, 4102 Binningen",,,+41614216647,4102
Restaurant Krone,"Hauptstrasse 127, 4102 Binningen",mail@kittipon-thai-restaurant.ch,http://www.kittipon-thai-restaurant.ch/,+41614212042,4102
Café-Restaurant 'Bijou',"Gorenmattstrasse 20, 4102 Binningen",a.y.mermer@hotmail.com,https://www.facebook.com/bijoubinningen,+41614210295,4102
Restaurant La Lentille,"Hauptstrasse 55, 4102 Binningen",chef@intergga.ch,,+41614230930,4102
Jägerstübli,"Hauptstrasse 112, 4102 Binningen",jaegerstuebli@gmx.ch,,+41614212908,4102
Bottmingermühle,"Bottmingerstrasse 68, 4102 Binningen",,,+41614212900,4102
Cent Treize,"Hauptstrasse 113, 4102 Binningen",,,+41614219088,4102
Restaurant Schällenursli,"St. Margarethen, 4102 Binningen",,,+41615646677,4102
Restaurant Indian Summer,"Baslerstrasse 7, 4102 Binningen",indiansummer@suak.ch,,+41615258391,4102
Restaurant Le MONOT,"Schmidlihof 3, 4102 Binningen",info@lemonot.ch,,+41614210240,4102
Restaurant Schlussel,"Schlüsselgasse 1, 4102 Binningen",info@hotel-binningen.ch,,+41614222324,4102
Restaurant Ryterstübli,"Leimgrubenweg 32, 4102 Binningen",gerster.nat@gmail.com,,+41614220491,4102
Bangerter Bäckerei-Konditorei AG,"Hauptstrasse 49, 4102 Binningen",info@bangibeck.ch,http://www.bangibeck.ch/,+41614220780,4102
Buser Kaffeerösterei,"Hauptstrasse 101, 4102 Binningen",,,+41614212475,4102
Piazza Café-Bar Amir,"Hauptstrasse 4, 4102 Binningen",,,+41614221717,4102
Holy Crêpes,"Lindenstrasse 8, 4102 Binningen",info@holy-crepes.ch,,+41764523344,4102
Le MONOT,"Schmidlihof 3, 4102 Binningen",info@lemonot.ch,,+41614210240,4102
Buser Claudia,"Hauptstrasse 101, 4102 Binningen",,,+41614212475,4102
Cous Cous Stube,"Baslerstrasse 7, 4102 Binningen",kontakt@couscousstube.ch,,+41614214245,4102
Roccoco,"Schlüsselgasse 1, 4102 Binningen",info@hotel-binningen.ch,,+41614222324,4102
Schiff Gastro GmbH,"Baslerstrasse 31, 4102 Binningen",,,+41614214712,4102
Schloss Binningen,"Schlossgasse 5, 4102 Binningen",info@schlossbinningen.ch,,+41614256000,4102
Sunnebeedli,"Friedhofstrasse 9, 4102 Binningen",,,,4102
Sushi Tenzan,"Bottmingerstrasse 1, 4102 Binningen",,,+41612725555,4102
Stiftung Alters- und Pflegeheime Binningen,"Hohlegasse 8, 4102 Binningen",,http://www.aph-binningen.ch/aph-binningen/home,+41614252020,4102
