name,address,email,website,phone,postalCode
Beachbar + Beachshop,"Bahnhofstrasse 6, 6207 Nottwil",,,+41412020088,6207
Restaurant Bahnhöfli,"Kantonsstrasse 11, 6207 Nottwil",,,+41419371204,6207
Restaurant Linden,"Kantonsstrasse 32, 6207 Nottwil",,,+41419210660,6207
Restaurant Sempia im Hotel Sempachersee,"Guido A. Zäch Strasse 2, 6207 Nottwil",info@hotelsempachersee.ch,,+41419392323,6207
Restaurant Vivace im Hotel Sempachersee,"Guido A. Zäch Strasse 2, 6207 Nottwil",info@hotelsempachersee.ch,,+41419392323,6207
Free Flow-Restaurant Vivace,"Guido A. Zäch Strasse 2, 6207 Nottwil",info@hotelsempachersee.ch,,+41419392323,6207
Restaurant Chalet,"Guido A. Zäch Strasse 2, 6207 Nottwil",info@hotelsempachersee.ch,,+41419392323,6207
Restaurant Mühle,"Obere Kirchmatte 1, 6207 Nottwil",,,+41419371049,6207
Restaurant Sempia,"Kantonsstrasse, 6207 Nottwil",,,+41419392323,6207
Künzli Bäckerei Konditorei Urs,"Kantonsstrasse 5, 6207 Nottwil",,,+41419371120,6207
