name,address,email,website,phone,postalCode
Restaurant Teufi,"Dischmastrasse 113, 7260 Davos Dorf",restaurant@teufi.ch,http://www.teufi.ch/,+41814163582,7260
Bäckerei-Konditorei-Café Weber AG,"Promenade 148, 7260 Davos Dorf",info@cafe-weber.ch,http://www.cafe-weber.ch/,+41814101122,7260
Chesa Seehof,"Promenade 159, 7260 Davos Dorf",reservation@seehofdavos.ch,,+41814179444,7260
Parsenn Stübli,"Promenade 152, 7260 Davos Dorf",,,+41814163232,7260
Restaurant Excellent,"Promenade 118, 7260 Davos Dorf",,,+41814207171,7260
Zum Tschuggen,7260 Davos Dorf,,,+41814161482,7260
Kirchner Stübli,"Alte Flüelastrasse 2, 7260 Davos Dorf",,,+41814175300,7260
Restaurant Dischma,"Promenade 128, 7260 Davos Dorf",hotel@dischma.ch,,+41814130303,7260
Restaurant Golf-Club Davos,"Mattastrasse 25, 7260 Davos Dorf",info@golfdavos.ch,,+41814165271,7260
Davos Resorts SA,"Promenade 139, 7260 Davos Dorf",,,+41814179500,7260
La Terrasse,"Alte Flüelastrasse 2, 7260 Davos Dorf",,,+41814175300,7260
Parsennhütte,7260 Davos Dorf,,,+41814163652,7260
Turmstübli,"Alte Flüelastrasse 2, 7260 Davos Dorf",,,+41814175300,7260
Golf Davos Restaurant,"Mattastrasse 25, 7260 Davos Dorf",info@golfdavos.ch,,+41814165271,7260
Capricorn Restaurant,"Baslerstrasse 9, 7260 Davos Dorf",restaurants.davos@ihg.com,,+41814140400,7260
Hotel Seehof Restaurant Panorama,"Promenade 7260, 7260 Davos Dorf",info@seehofdavos.ch,,+41814179444,7260
Restaurant Emerald,"Dorfstrasse 19, 7260 Davos Dorf",,,+41815447770,7260
Restaurant Weissfluhgipfel,"Parsennstrasse, 7260 Davos Dorf",info@restaurant-weissfluhgipfel.ch,,+41814176644,7260
Spezialitäten Restaurant,"Promenade 159, 7260 Davos Dorf",reservation@seehofdavos.ch,,+41814170670,7260
der Pate,"Bahnhofstrasse 6, 7260 Davos Dorf",,,+41814164243,7260
Bachi's Strandbad,"Seepromenade 7, 7260 Davos Dorf",skybass75@bluewin.ch,,+41814207178,7260
Cafe Weber Backerei Konditorei Bar,"Promenade 148, 7260 Davos Dorf",info@weber-davos.ch,,+41814101122,7260
Chalet Velo,"Flüelastrasse 26, 7260 Davos Dorf",info@chaletvelo.ch,,+41786986324,7260
Hotel Dischma,"Promenade 128, 7260 Davos Dorf",,,+41814101250,7260
Al Pino,"Baslerstrasse 9, 7260 Davos Dorf",intercontinental.davos@ihg.com,,+41814140400,7260
Alpä Traum,"Promenade 144, 7260 Davos Dorf",,,+41814161049,7260
Berggasthaus Dürrboden,"Dischmastrasse 128, 7260 Davos Dorf",,,+41814163414,7260
Bergrestaurant Pischa,"Flüelapassstrasse, 7260 Davos Dorf",,,+41814176707,7260
Bergrestaurant Weissfluhjoch Parsenn,"Weissfluhjoch 1, 7260 Davos Dorf",,,+41814176622,7260
Bünda Davos,"Museumstrasse 4, 7260 Davos Dorf",,,+41814171819,7260
"Flüela Hospiz AG, Passhotel","Flüelapassstrasse, 7260 Davos Dorf",info@flueela-hospiz.ch,,+41814161747,7260
Flüela's Stübli,"Bahnhofstrasse 5, 7260 Davos Dorf",fueladavos@rixos.com,,+41814101717,7260
Gasthaus Alpenrose,"Flüelapassstrasse 29, 7260 Davos Dorf",info@davos-alpenrose.ch,,+41814161101,7260
Hohenweg,"Hoehenweg, 7260 Davos Dorf",info@bergrestaurant-hoehenweg.ch,,+41814176744,7260
Kult,"Promenade 118, 7260 Davos Dorf",restaurantkult@gmx.ch,,+41814165140,7260
Mäderbeiz Pischa,"Flüelapassstrasse, 7260 Davos Dorf",maederbeiz@forgotten-mountain.ch,,+41795444051,7260
Montana Stube,"Bahnhofstrasse 2, 7260 Davos Dorf",info@montanastube.ch,,+41814207177,7260
Pizzeria Palüda,"Promenade 139, 7260 Davos Dorf",,,+41814179510,7260
Studio Grigio,"Baslerstrasse 9, 7260 Davos Dorf",intercontinental.davos@ihg.com,,+41814140400,7260
Wallhalla Bar,"Promenade 127, 7260 Davos Dorf",,,+41814201477,7260
Jarno,"Promenade 135, 7260 Davos Dorf",,,+41814168285,7260
Passhotel Flüela-Hospiz,"Flüelapass, 7260 Davos Dorf",,,+41814161747,7260
Zellweger-Issler Andrea und Hans,"Dischmastrasse 113, 7260 Davos Dorf",,,+41814163582,7260
Thomasius Max,"Bahnhofstrasse 3, 7260 Davos Dorf",,,+41814163838,7260
Golf-Club Davos,"Mattastrasse 25, 7260 Davos Dorf",,,+41814165634,7260
