name,address,email,website,phone,postalCode
Restaurant Aarauerstube,"Bahnhofstrasse 78, 5000 Aarau",info@aarauerstube.ch,http://www.aarauerstube.ch/,+41628221352,5000
Spagi by Marcello,"Metzgergasse 8, 5000 Aarau",info@spagi.ch,https://spagi.ch/,+41628222312,5000
JMS Food City,"Bahnhofstrasse 96, 5000 Aarau",,,+41628220104,5000
Restaurant Rathausgarten,"Obere Vorstadt 36, 5000 Aarau",,http://www.rathausgarten.ch/,+41628241534,5000
Oliv Restaurant Pizzeria,"Kronengasse 8, 5000 Aarau",,,+41628231880,5000
Cafeteria Auf Walthersburg,"Walthersburgstrasse 3, 5000 Aarau",,,+41628320202,5000
zum Schützen,"Schachenallee 39, 5000 Aarau",,http://www.gasthofschuetzen.ch/,+41628230124,5000
Mojo Food,"Neumattstrasse 2, 5000 Aarau",,https://www.mojo-food.ch/index.html,+41628345313,5000
Cafeteria Careum,"Mühlemattstrasse 42, 5000 Aarau",,,+41799493209,5000
Altstadt,"Rathausgasse 16, 5000 Aarau",,http://www.mulia.ch/,+41628221304,5000
China House Restaurant u. Take away,"Bahnhofstrasse 21, 5000 Aarau",,,+41628225592,5000
Chinatown Freihof,"Laurenzenvorstadt 59, 5000 Aarau",,,+41628247330,5000
Einstein,"Bahnhofstrasse 43, 5000 Aarau",info@restauranteinstein.ch,,+41628344034,5000
MAX-MORIZ,"Kronengasse 7, 5000 Aarau",hallo@max-moriz.ch,,+41628234090,5000
Mr. Pickwick-Pub,"Graben 6, 5000 Aarau",,,+41628221405,5000
PANINI Caffè & Catering,"Laurenzentorgasse 14, 5000 Aarau",panini@culturacaffe.ch,,+41628222220,5000
Restaurant Krone das Gasthaus,"Kronengasse 5, 5000 Aarau",gasthaus@krone-aarau.ch,,+41628243232,5000
Utopia-Disc-Club,"Frey-Herosé-Strasse 20, 5000 Aarau",,,+41628241410,5000
Waldmeier Bar & Diner,"Graben 31, 5000 Aarau",,,+41628240040,5000
El Camino Zunftstube,"Pelzgasse 19, 5000 Aarau",,,+41628223677,5000
Roggenhausen,"Roggenhausen 1455, 5000 Aarau",,,+41628225356,5000
Capri,"Vordere Vorstadt 31, 5000 Aarau",,,+41628221531,5000
Crêperie,"Pelzgasse 23, 5000 Aarau",info@lacreperie.ch,,+41628224300,5000
Eisbahn,"Brügglifeld, 5000 Aarau",,,+41628343002,5000
Falken,"Pelzgasse 12, 5000 Aarau",,,+41628223072,5000
Golatti-Kafi,"Golattenmattgasse 37, 5000 Aarau",,,+41628382619,5000
Halde 20,"Halden 20, 5000 Aarau",restaurant@halde20.ch,,+41628234565,5000
La Spezia,"Bahnhofstrasse 88, 5000 Aarau",,,+41628236440,5000
