name,address,email,website,phone,postalCode
Le Grenier de Zaland,"Batterie du Télécabine 2007, 1972 Anzère",,,+41273983884,1972
La Grange 1972,"Route d'Anzère 1, 1972 Anzère",,,+41273983838,1972
Les Premiers Pas,"Place du Village 9, 1972 Anzère",,,+41273982920,1972
Restaurant « Au Chalet »,"Place du Village 8, 1972 Anzère",info@anzere-vacances.ch,,+41273991610,1972
Restaurant Pas-de-Maimbré,"Batterie du Télécabine 2012, 1972 Anzère",maimbre@bluewin.ch,,+41273981422,1972
Pizzeria Restaurant Chez Lorena,"Place du Village 5, 1972 Anzère",,,+41275655365,1972
Restaurant du Lac du Barrage de Zeuzier,"Route du Rawil, 1972 Anzère",,,+41273982697,1972
Ice Cube Bar,"Place du Village 11, 1972 Anzère",ice.cube.anzere1972@gmail.com,,+41275657478,1972
la Poste,"Place de la Chapelle 2, 1972 Anzère",,,+41273982741,1972
Black Horn Café,"Place de la Télécabine 1, 1972 Anzère",info@blackhorn.ch,,+41273982695,1972
Cave Aymon Dominique Le Carnotzet,"Route d'Anzère 71, 1972 Anzère",caveaymondominique@gmail.com,,+41792194315,1972
Le Panorama,"route d'Anzère 34, 1972 Anzère",,,,1972
The Burger Terrasse,"Route Nord 3, 1972 Anzère",theburgerterrasse@gmail.com,,+41273982025,1972
Hôtel des Masques SA,"Place du Village 7, 1972 Anzère",info@hoteldesmasques.ch,,+41273982195,1972
Jojo's Thai,"Place du Village 8, 1972 Anzère",contact@anzere-vacances.ch,,+41273991616,1972
Le Grenier de Zalan,"Rue de Bonnefille, 1972 Anzère",,,+41273983884,1972
