name,address,email,website,phone,postalCode
Le Nidaux,"Hauptstrasse 24, 2560 Nidau",,http://www.nidaux.com/,+41323310101,2560
Schloss-Beck Gmbh,"Hauptstrasse 17, 2560 Nidau",verkauf@schloss-beck.ch,https://www.schloss-beck.ch/,+41323318611,2560
Puccini,"Schulgasse 17, 2560 Nidau",,,+41323315522,2560
Restaurant Du Pont,"Hauptstrasse 82, 2560 Nidau",,,+41323319090,2560
Restaurant La Péniche,"Schloss-Strasse 25, 2560 Nidau",peniche@stadthausag.ch,,+41323313026,2560
Restaurant Löwen,"Hauptstrasse 69, 2560 Nidau",,,+41323220169,2560
Lago Lodge,"Uferweg 5, 2560 Nidau",sleep@lagolodge.ch,,+41323313732,2560
Pizza Bakers,"Lyss-Strasse 19, 2560 Nidau",,,+41323651919,2560
Stadthaus,"Hauptstrasse 18, 2560 Nidau",stadthaus@stadthausag.ch,,+41323315152,2560
Vintage-Bistro by Antik-Unique,"Schloss-Strasse 8, 2560 Nidau",info@antik-unique.ch,,+41764784031,2560
Pizzeria Gasolina,"Hauptstrasse 15, 2560 Nidau",,,+41323315541,2560
Wiphi's Take - Away & Thai Cuisine,"Hauptstrasse 35, 2560 Nidau",,,+41323313891,2560
Pereira César,"Schulgasse 17, 2560 Nidau",,,+41323315522,2560
Der Blumenladen Romana Gattermann GmbH,"Hauptstrasse 12, 2560 Nidau",info@derblumenladen.ch,http://www.derblumenladennidau.ch/,+41323316240,2560
Gerber Hans-Jörg,"Ringstrasse 6, 2560 Nidau",,,+41323312621,2560
