name,address,email,website,phone,postalCode
UTO KULM,"Gratstrasse, 8143 Uetliberg",,http://www.utokulm.ch/,+41444576666,8143
Gmüetliberg,"Gratstrasse, 8143 Uetliberg",,,+41444639260,8143
Burestübli,"Sellenbüren 39, 8143 Stallikon",,http://www.burestuebli.ch/#,+41447779999,8143
Restaurant Buchenegg,"Buchenegg 17, 8143 Stallikon",buchenegg@buchenegg.ch,http://www.buchenegg.ch/,+41447107390,8143
Felsenegg,"Felsenegg 1, 8143 Stallikon",,,+41447107755,8143
Restaurant Chnuschperhüsli,"Buchenegg 11-15, 8143 Stallikon",info@8143.ch,,+41447092121,8143
Restaurant Pizzeria Schwarzer Hecht,"Reppischtalstrasse 62, 8143 Stallikon",,,+41447006030,8143
Uto Staffel,"Gratstrasse 6, 8143 Uetliberg",,,+41444634222,8143
Metzgerei Künzli AG,"Mülistrasse 7, 8143 Stallikon",,http://www.metzgereikuenzli.ch/,+41447018080,8143
drinks to enjoy GmbH,"Reppischtalstrasse 57, 8143 Stallikon",info@drinks-to-enjoy.ch,,+41786776441,8143
