name,address,email,website,phone,postalCode
Barone Hotel Ristorante Pizzeria,"Bahnhofstrasse 17, 8355 Aadorf",,http://www.restaurantbarone.ch/de/home/standort-aadorf,+41523650505,8355
Pizzeria Bella Napoli,"Hauptstrasse 7, 8355 Aadorf",,http://www.bellanapoli-aadorf.ch/,+41523652161,8355
Anker,"Hauptstrasse 28, 8355 Aadorf",,,+41523651555,8355
Restaurant & Hotel Heidelberg,"Schützenstrasse 45, 8355 Aadorf",info@heidelberg-aadorf.ch,,+41523684040,8355
Uno Point,"Bahnhofstrasse 13, 8355 Aadorf",,,+41523654959,8355
Casa Segreto,"Hauptstrasse 2, 8355 Aadorf",,,+41523650038,8355
Bellavista,"Hauptstrasse 22, 8355 Aadorf",,,,8355
Cafe Konditorei Ruedi AG,"Bahnhofstrasse 7, 8355 Aadorf",,,+41523652217,8355
Restaurante Pizzeria El Capone,"Hauptstrasse 50, 8355 Aadorf",,,+41523652120,8355
Wantana Thai Take away,"Wittenwilerstrasse 7, 8355 Aadorf",,,+41765838053,8355
