name,address,email,website,phone,postalCode
Confiserie Strickler,"Bundesplatz 4, 6300 Zug",,http://www.diezugerkirschtorte.ch/,+41417111402,6300
Kurioz Bar & Kitchen,"Pilatusstrasse 1, 6300 Zug",,http://www.kurioz.ch/,+41417100161,6300
Café Confiserie Speck - Zuger Kirschtorten,"Alpenstrasse 12, 6300 Zug",mail@speck.ch,https://www.speck.ch/,+41417280728,6300
Ristorante Pasteria Röthelberg,"Blasenbergstrasse 15, 6300 Zug",,,+41417110380,6300
Blasenberg,"Blasenberg 4, 6300 Zugerberg",,,+41417110544,6300
Allmend,"Chollerstrasse, 6300 Zug",,https://www.prigkaeng.com/,+41417403991,6300
Dragon Palace,"Industriestrasse 22, 6300 Zug",,,+41417114411,6300
Why Not,"Neugasse 6, 6300 Zug",,,+41417112270,6300
Hotel Restaurant Guggital,"Zugerbergstrasse 46, 6300 Zug",info@hotel-guggital.ch,http://www.hotel-guggital.ch/,+41417287417,6300
Spago Restaurant & Bar,"Bahnhofstrasse 12, 6300 Zug",spago@remimag.ch,,+41417111872,6300
HAN Mongolian Barbecue,"Baarerstrasse 63, 6300 Zug",,,+41417115662,6300
La Taverna,"Industriestrasse 15B, 6300 Zug",,http://www.taverna-zug.ch/,+41417107880,6300
Giardino,"Reiffergässli 3, 6300 Zug",,http://www.giardino-zug.ch/,+41417106700,6300
Restaurant Zugerberg,"Station Zugerberg, 6300 Zugerberg",,,+41417110506,6300
Restaurant zur Alten Lorze,"Schochenmühlestrasse, 6300 Zug",info@zuraltenlorze.ch,http://www.zuraltenlorze.ch/,+41417415754,6300
Parkhotel Zug,"Industriestrasse 14, 6300 Zug",info@parkhotel.ch,http://www.parkhotel.ch/,+41417274848,6300
Hotel Löwen am See,"Landsgemeindeplatz 1, 6300 Zug",info@loewen-zug.ch,http://www.loewen-zug.ch/,+41417252222,6300
Savi Gastro GmbH,"Zeughausgasse 18, 6300 Zug",info@gotthardhof-zug.ch,,+41415302858,6300
Confiserie-Café Speck Metalli,"Metallstrasse 4, 6300 Zug",metalli@speck.ch,http://www.speck.ch/,+41417288050,6300
Confiserie Speck-Bistro zum Pfauen,"Kirchenstrasse 1, 6300 Zug",pfauen@speck.ch,https://www.speck.ch/,+41417288058,6300
Restaurant Pizzeria Sandi,"Hertizentrum 6, 6300 Zug",,http://www.restaurantsandi.ch/,+41417114777,6300
Gasthaus Rathauskeller AG,"Ober Altstadt 1, 6300 Zug",contact@rathauskeller.ch,http://rathauskeller.ch/,+41417110058,6300
Restaurant Gotthardhof,"Bundesplatz 16, 6300 Zug",info@gotthardhof-zug.ch,http://www.gotthardhof-zug.ch/,+41415302858,6300
Platzmühle,"Landsgemeindeplatz 2, 6300 Zug",,http://www.platzmuehle.ch/,+41417110110,6300
Aki Sushi Zug,"Baarerstrasse 135, 6300 Zug",info@akisushi.ch,,+41417106760,6300
Platzhirsch,"Zeughausgasse 10, 6300 Zug",info@platzhirschzug.ch,http://www.platzhirschzug.ch/,+41417102727,6300
Freimann Susanne,"Letzi 27, 6300 Zug",,,+41417413510,6300
Hafenrestaurant,"Hafenplatz 2, 6300 Zug",,,+41417119070,6300
Heini Conditorei,"Bundesplatz 3, 6300 Zug",,,+41417114412,6300
MEATING bar I restaurant,"Grafenauweg 6, 6300 Zug",,http://www.meating.ch/,+41417116868,6300
Olive und Oregano mediterrane Tapas Tea-Room,"Neugasse 16, 6300 Zug",,,+41417110960,6300
Restaurant Theater Casino Zug,"Artherstrasse 24A, 6300 Zug",restaurant@theatercasino.ch,,+41417291040,6300
RESTAURANT VORDERGEISSBODEN,"Vordergeissboden 5, 6300 Zugerberg",,,+41417110541,6300
Restaurant Widder,"Landsgemeindeplatz 12, 6300 Zug",info@restaurantwidder.ch,,+41412400505,6300
Ristorante Fischmärt,"Fischmarkt 15, 6300 Zug",,,+41417200040,6300
Treichler Zuger Kirschtorten,"Bundesplatz 3, 6300 Zug",,http://www.treichler-zuger-kirschtorte.ch/,+41417114412,6300
Wirtschaft Brandenberg,"Allmendstrasse 3, 6300 Zug",,,+41417119596,6300
City-Hotel Ochsen Zug,"Kolinplatz 11, 6300 Zug",,,+41417293232,6300
Gotthärdli am See,"Seestrasse 3, 6300 Zug",info@gotthaerdli.ch,,+41417110904,6300
hello Grand Café AG,"Bahnhofstrasse 22, 6300 Zug",,,+41417112021,6300
Juanito's,"Vorstadt 20, 6300 Zug",info@juanitos.ch,,+41417120101,6300
Puccini,"Vorstadt 26, 6300 Zug",office@puccini.ch,,+41417200404,6300
zum Kaiser Franz im Rössl,"Vorstadt 8, 6300 Zug",,,+41417109636,6300
Aklin am Zytturm,"Kolinplatz 10, 6300 Zug",info@restaurantaklin.ch,,+41417111866,6300
au premier,"Kolinplatz 11, 6300 Zug",,,+41417293242,6300
Bären,"Baarerstrasse 30, 6300 Zug",,,+41417110943,6300
China Rest. Suan Long,"Neugasse 13, 6300 Zug",,,+41417106868,6300
Colonia Italiana,"Zugerbergstrasse 14, 6300 Zug",,,+41417103898,6300
le bar du Boeuf,"Kolinplatz 11, 6300 Zug",,,+41417293212,6300
Restaurant PLAZA café bistro bar,"Bahnhofstrasse 2, 6300 Zug",,,+41418801111,6300
Restaurant Treff im GIBZ,"Baarerstrasse 100, 6300 Zug",,,+41417283090,6300
Restaurant The Station,"Baarerstrasse 73, 6300 Zug",,,+41417111600,6300
Clubhaus Zug 94,"Allmendstrasse 26, 6300 Zug",,,+41417101055,6300
Compass Group (Schweiz) AG PUUR Restaurant Cilag,"Gubelstrasse 28, 6300 Zug",,,+41417102350,6300
Schiff,"Graben 2, 6300 Zug",restaurant.schiff@bluewin.ch,,+41417110055,6300
CU Restaurant,"Metallstrasse 20, 6300 Zug",info@cu-restaurant.ch,,+41417274454,6300
Henry's Restaurant,"General-Guisan-Strasse 6, 6300 Zug",info@uptown-gastro.ch,,+41417090570,6300
Restaurant Baarerhof,"Baarerstrasse 65, 6300 Zug",reservation@olivo-zug.ch,,+41415568886,6300
Restaurant CHEZ LADURE,"Baarerstrasse 97, 6300 Zug",,,+41417293888,6300
Restaurant im Hof,"Zeughausgasse 18, 6300 Zug",info@imhof-zug.ch,,+41417104343,6300
Restaurant Sandi,"Hertizentrum 6, 6300 Zug",,,+41417114777,6300
Boporos Restaurant-Cafe-Bar--Familie Kormaz,"Zeughausgasse 10, 6300 Zug",,,+41417122204,6300
Pizza Point Restaurant GmbH,"Seestrasse 1, 6300 Zug",,,+41417116464,6300
Restaurant five moods,"Dammstrasse 22, 6300 Zug",fivemoods@sv-group.ch,,+41797304585,6300
Restaurant Hintergeissboden,"Hintergeissboden 1, 6300 Zugerberg",,,+41417202636,6300
Zeno's Restaurant Rütli,"Aegeristrasse 58, 6300 Zug",,,+41417103150,6300
Panorama Bar,"Graben 2, 6300 Zug",,,+41417110715,6300
Coop,"Baarerstrasse 6, 6300 Zug",,,+41413670948,6300
Confiseur Bachmann AG,"Industriestrasse 22, 6300 Zug",,http://www.confiserie.ch/,+41417117970,6300
