name,address,email,website,phone,postalCode
Les Baumettes Fondation,"Avenue des Baumettes 120, 1020 Renens VD",baumettes@baumettes.ch,http://www.baumettes.ch/,+41216375555,1020
Restaurant Maxi Boule,"Chemin du Chêne 7C, 1020 Renens VD",restaurant@maxiboule.ch,http://www.maxiboule.ch/,+41216710202,1020
La Rose Rouge,"Avenue du Temple 2, 1020 Renens VD",,https://laroserouge.ch/70/accueil,+41216345827,1020
Kashmir,"Rue de la Paix 25, 1020 Renens VD",info@restaurant-kashmir.ch,http://www.restaurant-kashmir.ch/,+41216360476,1020
Big Ben Bistrot Bar,"Rue de Lausanne 7, 1020 Renens VD",,https://www.bigbenbar.com/,+41216341276,1020
Brasserie de la Gare,"Place de la Gare 6, 1020 Renens VD",,https://brasserie-de-la-gare-switzerland.food96.com/,+41216340227,1020
Centre Espagnol Asturiano,"Chemin du Chêne 17, 1020 Renens VD",carmen@cear.ch,http://www.cear.ch/fr,+41216342221,1020
Ristorante Magna Grecia,"Chemin de Bourg-Dessus 1, 1020 Renens VD",ristorantemg@gmail.com,https://www.restaurant-magnagrecia.ch/,+41216346440,1020
Café Restaurant Ananas,"Avenue de Florissant 32, 1020 Renens VD",info@asia-ananas.ch,,+41216253930,1020
Capri 1960,"Rue du Lac 35, 1020 Renens VD",,,+41216257772,1020
Restaurant Le Tournoi,"Avenue des Baumettes 25, 1020 Renens VD",restaurant@letournoi.ch,,+41216358386,1020
Café Restaurant du Chêne,"Rue du Lac 25, 1020 Renens VD",,,+41216346920,1020
l'Estoril,"Rue de Verdeaux 16, 1020 Renens VD",,,+41216342900,1020
Le 1020 Guzman Rodriguez,"Rue du Simplon 30, 1020 Renens VD",oswaldo.guzman.rodriguez@gmail.com,,+41216337049,1020
le Florissant,"Avenue de Florissant 28, 1020 Renens VD",,,+41216250522,1020
Restaurant Chinois Henan Yin Jianxin,"Avenue du Censuy 18, 1020 Renens VD",,,+41216354610,1020
UBS Restaurant Baumettes,"Avenue des Baumettes 23, 1020 Renens VD",,,+41212153801,1020
il Bacio,"Chemin du Chêne 7D, 1020 Renens VD",,,+41216348787,1020
Café du Midi,"Place de la Gare 18, 1020 Renens VD",,,+41216356974,1020
Le 24 Janvier,"Avenue du 24-Janvier 2, 1020 Renens VD",,,+41216340615,1020
Le Bol d'Or,"Rue de Crissier 6, 1020 Renens VD",,,+41216354545,1020
Café-Restaurant des Tilleuls - ORIF,"Rue de Lausanne 52, 1020 Renens VD",,,+41216330355,1020
Gehrig Group SA,"Avenue des Baumettes 3, 1020 Renens VD",info@gehriggroup.ch,,+41216319060,1020
Alem Restaurant,"rue du Midi 1, 1020 Renens VD",alembetsarl@gmail.com,,+41216350394,1020
Café-Restaurant des Tilleuls,"Rue de Lausanne 52, 1020 Renens VD",,,,1020
Café-Restaurant Le Milord Sàrl,"Rue de la Mèbre 9, 1020 Renens VD",,,+41216350585,1020
McDonald's Restaurant,"Rue de Crissier 4B, 1020 Renens VD",,,+41216345729,1020
Migros Restaurant Métropole,"Rue de la Mèbre 9, 1020 Renens VD",,,+41585736790,1020
Restaurant de la Piscine de Renens,"Avenue du Censuy 36, 1020 Renens VD",restosplash@gmail.com,,+41798546977,1020
Coop,"Chemin du Chêne 5, 1020 Renens VD",,,+41216334175,1020
Crousti Délice,"Place de la Gare 2, 1020 Renens VD",,,+41216345242,1020
A S'Antiga,"Rue de Lausanne 61, 1020 Renens VD",,,,1020
Bon Matin,"Avenue des Baumettes 9, 1020 Renens VD",contact@bonmatin.ch,,+41791017373,1020
Brasserie La Croisée,"Rue de Lausanne 49H, 1020 Renens VD",info@restaurant-la-croisee.ch,,+41215350243,1020
Fleur de pains,"Place de la Gare 1B, 1020 Renens VD",info@fleurdepains.ch,,+41216138013,1020
le Cacib Dae-Gest SA,"Avenue des Baumettes 11, 1020 Renens VD",cacib.restaurant@gmail.com,,+41216343494,1020
LEGRAM,"Rue de la Savonnerie 4, 1020 Renens VD",bonjour@legram.ch,,+41218022020,1020
ZIG ZAG - ANDONOV,"Avenue des Baumettes 3, 1020 Renens VD",,,+41216350420,1020
1 Café du Marché,"Place du Marché 1, 1020 Renens VD",,,+41216337052,1020
Bay Hai,"Avenue 14-Avril 3, 1020 Renens VD",,,+41216343247,1020
Burger King,"Rue de la Mèbre 9, 1020 Renens VD",,,+41216350655,1020
Café des Tillels,"Rue de Lausanne 52, 1020 Renens VD",,,+41216330355,1020
Churrascaria BB Grill,"Rue du Caudray 2, 1020 Renens VD",,,+41216357115,1020
La Baie d'Halong,"Rue de Lausanne 61, 1020 Renens VD",labaiedhalong@gmail.com,,+41216345664,1020
Le temps est venu Traiteur,"Avenue des Baumettes 9, 1020 Renens VD",contact@letempsestvenu.ch,,+41215584711,1020
Maxi Boule,"Chemin du Chêne 7C, 1020 Renens VD",,,+41216348998,1020
Pam Pam Pizza,"Rue de Verdeaux 15, 1020 Renens VD",,,+41216346519,1020
Pizzeria Ausonia,"Avenue du Temple 14, 1020 Renens VD",,,+41216337451,1020
Poulet Express,"Rue de Crissier 3, 1020 Renens VD",,,+41218032020,1020
Trattoria du Commerce,"Rue de Lausanne 23, 1020 Renens VD",,,+41216344724,1020
