name,address,email,website,phone,postalCode
lai-thai-take-away & catering r. Weisskopf,"Zentralplatz 3, 5507 Mellingen",info@lai-thai.ch,http://www.lai-thai.ch/,+41565340596,5507
Restaurant Chang-Cheng,"Bahnhofstrasse 9, 5507 Mellingen",,,+41564911311,5507
Andalusia,"Wallisstrasse 17, 5507 Mellingen",,http://www.andalusia.ch/,+41564912060,5507
Piazza Subito Restaurant,"Kleine Kirchgasse 7, 5507 Mellingen",,,+41564914808,5507
Harlekin,"Hauptgasse 2, 5507 Mellingen",,,+41564911380,5507
Ristorante al Ponte,"Lenzburgerstrasse 12, 5507 Mellingen",,,+41564910608,5507
Hotel Restaurant Löwen Mellingen,"Hauptgasse 10, 5507 Mellingen",,,+41564913030,5507
Restaurant Lowen,"Hauptgasse 10, 5507 Mellingen",hotel@loewen-mellingen.ch,,+41564913030,5507
Migros Restaurant Mellingen,"Lenzburgerstrasse 50, 5507 Mellingen",,,+41585676820,5507
Bahnhöfli Grill,"Obere Bahnhofstrasse 24, 5507 Mellingen",,,+41564910845,5507
