name,address,email,website,phone,postalCode
Restaurant Marcellino Pane e Vino,"Forchstrasse 168, 8032 Zürich",reservation@marcellino.ch,https://marcellino.ch/,+41443802690,8032
Restaurant Wolfbach,"Wolfbachstrasse 35, 8032 Zürich",info@wolfbach-zh.ch,http://www.wolfbach-zh.ch/,+41434330088,8032
NERO ZÜRICH,"Witikonerstrasse 15, 8032 Zürich",order@nerozh.ch,https://www.nerozh.ch/,+41445458705,8032
Asien Restaurant Lemon Grass,"Neptunstrasse 57, 8032 Zürich",,,+41443834791,8032
Bohemia,"Klosbachstrasse 2, 8032 Zürich",,,+41443837060,8032
Restaurant Salir,"Hottingerstrasse 27, 8032 Zürich",info@salir.ch,http://www.salir.ch/,+41444320202,8032
Hotel Hottingen,"Hottingerstrasse 31, 8032 Zürich",,https://www.hotelhottingen.ch/de,+41442561919,8032
Minine Sushi Restaurant,"Zeltweg 12, 8032 Zürich",,https://www.mininesushi.com/,+41442608929,8032
Restaurant Römerblick,"Asylstrasse 58, 8032 Zürich",kontakt@roemerblick.ch,http://www.roemerblick.ch/,+41442531590,8032
Aroma,"Asylstrasse 110, 8032 Zürich",,,+41443802291,8032
Restaurant Luca2,"Asylstrasse 81, 8032 Zürich",,,+41442520353,8032
Nooba,"Kreuzplatz 5, 8032 Zürich",kreuzplatz@nooba.ch,,+41432436006,8032
Sento,"Zürichbergstrasse 19, 8032 Zürich",restaurant@sento.ch,,+41442511615,8032
Cafeteria Zentrum für Zahnmedizin ZZM,"Plattenstrasse 11, 8032 Zürich",,,+41446343198,8032
Antiquario da Marco,"Freiestrasse 213, 8032 Zürich",,,+41443814646,8032
Le Pain Quotidien,"Römerhofplatz 5, 8032 Zürich",,,+41442516260,8032
Mensa KS Rämibühl,"Freiestrasse 26, 8032 Zürich",,,+41442669955,8032
Degenried Restaurant Wirtschaft,"Degenriedstrasse 135, 8032 Zürich",info@degenried.ch,,+41443815180,8032
Restaurant Klus Park,"Asylstrasse 130, 8032 Zürich",,,+41444140326,8032
Restaurant Lio'Sonnenberg,"Oberer Heuelsteig 30, 8032 Zürich",,,+41442542095,8032
Restaurant Porte du Soleil,"Oberer Heuelsteig 30, 8032 Zürich",,,+41442542090,8032
Stadt Zürich Restaurant Klus Park,"Asylstrasse 130, 8032 Zürich",,,+41444140326,8032
Bäckerei Konditorei Hürlimann AG,"Gemeindestrasse 36, 8032 Zürich",,https://www.baeckerei-huerlimann.ch/,+41442513066,8032
Smart Sweet,"Dolderstrasse 15, 8032 Zürich",order@smartfoodsweet.ch,https://smartfoodsweet.ch/,+41783121960,8032
Vier Linden,"Freiestrasse 50, 8032 Zürich",baeckerei@vierlinden.ch,,+41442688822,8032
Kafi Paradiesli,"Hofstrasse 19, 8032 Zürich",info@kafiparadiesli.ch,,+41445586745,8032
Laura Scheidegger,"Hofstrasse 1, 8032 Zürich",,,+41582627463,8032
Ristorante Pizzeria Belladonna,"Asylstrasse 125, 8032 Zürich",belladonna.restpizza@gmail.com,,+41434991340,8032
Rizzoli,"Hottingerstrasse 27, 8032 Zürich",renzo@rizzoli.li,,,8032
Saltz,"Kurhausstrasse 65, 8032 Zürich",saltz@thedoldergrand.com,,+41444566000,8032
Spizzati,"Forchstrasse 163, 8032 Zürich",order@spizzati.ch,,+41435581818,8032
Wilder Mann,"Freiestrasse 221, 8032 Zürich",contact@wilder-mann.ch,,+41434979828,8032
apoTHEKE Gastro AG,"Zürichbergstrasse 17, 8032 Zürich",info@apotheke-zh.ch,,+41442608282,8032
Bar am Egge,"Asylstrasse 11, 8032 Zürich",,,+41445008738,8032
Der Sonnenberg,"Hitzigweg 15, 8032 Zürich",restaurant@dersonnenberg.ch,,+41442669797,8032
Dolder Hotel AG,"Kurhausstrasse 65, 8032 Zürich",,,+41444566900,8032
GIAN & NICO Rosengarten,"Gemeindestrasse 60, 8032 Zürich",,,+41442513736,8032
Grand'in Osteria,"Forchstrasse 211, 8032 Zürich",,,+41442233593,8032
Justus,"Asylstrasse 70, 8032 Zürich",,,+41443802184,8032
Konditorei Berner,"Hottingerstrasse 33, 8032 Zürich",,,+41442515106,8032
Oberhof,"Zürichbergstrasse 24, 8032 Zürich",,,+41442623232,8032
Russo Lebensmittel,"Freiestrasse 14, 8032 Zürich",,,+41442615827,8032
The Dolder Grand,"Kurhausstrasse 65, 8032 Zürich",,,+41444566000,8032
VIVACE Ristorante Pizzeria Bar,"Asylstrasse 60, 8032 Zürich",info@vivacerestaurant.ch,,+41442608119,8032
Vongole’s Kitchen,"Forchstrasse 225, 8032 Zürich",,,,8032
Hartwich Liliana Marion,"Asylstrasse 70, 8032 Zürich",,,+41443802181,8032
Lin Zhonghua,"Asylstrasse 60, 8032 Zürich",,,+41442608333,8032
Atelier für Metallrestaurierung,"Zeltweg 13, 8032 Zürich",atelier.raess@bluewin.ch,,+41442610294,8032
Club Dolder Zürich,"Kurhausstrasse 66, 8032 Zürich",,,+41442615045,8032
Alterszentrum Hottingen& Rehalp,"Freiestrasse 71, 8032 Zürich",,,+41442687700,8032
