name,address,email,website,phone,postalCode
Restaurant Dentenberg,"Dentenberg 83, 3076 Worb",info@restaurant-dentenberg.ch,http://www.restaurantdentenberg.ch/,+41318390433,3076
Wisle Restaurant,"Sportweg 10, 3076 Worb",restaurant@wislepark.ch,http://www.restaurant-wisle.ch/,+41318387161,3076
Hotel/Restaurant Löwen,"Enggisteinstrasse 3, 3076 Worb",office@loewen-worb.ch,,+41318392303,3076
Bahnhof,"Rubigenstrasse 77, 3076 Worb",,,+41318392185,3076
Hotel Restaurant Sternen,"Bernstrasse 30, 3076 Worb",hotel@sternen-worb.ch,http://www.sternen-worb.ch/,+41318392714,3076
Hirschen,"Bahnhofstrasse 7, 3076 Worb",,,+41318390253,3076
Restaurant Brauerei,"Brauereiweg 2, 3076 Worb",,,+41318392326,3076
Grapos Schweiz AG,"Bollstrasse 61, 3076 Worb",,,+41318387474,3076
Migros Restaurant Worb,"Richigenstrasse 1, 3076 Worb",,,+41585674570,3076
Coop,"Bärenplatz 4, 3076 Worb",,,+41318387080,3076
Worber Pizzakurier,"Kreuzgasse 13, 3076 Worb",,,+41318320505,3076
Bäckerei-Konditorei Meier,"Bahnhofplatz 3, 3076 Worb",,,+41318321990,3076
Gelateria Worb-Bar,"Hauptstrasse 8, 3076 Worb",,,+41318324221,3076
Kim Kim,"Rubigenstrasse 77, 3076 Worb",info@restaurant-bahnhof-worb.ch,,+41318392185,3076
N5 Kochloft,"Neufeldstrasse 5, 3076 Worb",sylvia@orl.mcgill.ca,,+41318320111,3076
