name,address,email,website,phone,postalCode
Hotel & Restaurant zum Beck,"Dorfplatz 12, 6362 Stansstad",willkommen@zum-beck.ch,http://www.zum-beck.ch/,+41416101268,6362
Rio Churrasco,"Stanserstrasse 23, 6362 Stansstad",,http://www.rio-churrasco.ch/,+41416111122,6362
Restaurant Hotel Rössli,"Dorfplatz 9, 6362 Stansstad",,http://www.roessli-stansstad.ch/,+41416191515,6362
Restaurant Schützen,"Stanserstrasse 23, 6362 Stansstad",,http://www.xn--schtzen-stansstad-42b.ch/,+41416103230,6362
Al Porto,"Harissen, 6362 Stansstad",info@al-porto.ch,,+41416107907,6362
Stars Bar,"Dorfplatz 7, 6362 Stansstad",,,+41416111135,6362
UniQuisine Atelier gmbh,"Stanserstrasse 23, 6362 Stansstad",,,+41416107878,6362
Aiola Harissenbucht,"Harissen 3, 6362 Stansstad",info@al-porto.ch,,+41416107907,6362
Hafenrestaurant Pizzeria,"Dorfplatz 5, 6362 Stansstad",hotel@winkelried.ch,,+41416182323,6362
Hotel Winkelried,"Dorfplatz 5, 6362 Stansstad",hotel@winkelried.ch,,+41416182323,6362
