name,address,email,website,phone,postalCode
Bäckerei-Konditorei Josef Kreyenbühl,"Würzenbachstrasse 23, 6006 Luzern",,http://www.kreyenbuehl.ch/,+41413757050,6006
China Restaurant Jialu National,"Haldenstrasse 4, 6006 Luzern",national@jialu.ch,http://www.jialu.ch/,+41414108038,6006
Schiffrestaurant Wilhelm Tell,"Landungsbrücke 9, 6006 Luzern",info@schiffrestaurant.ch,,+41414102330,6006
Grand Casino Luzern Panoramasaal,"Haldenstrasse 6, 6006 Luzern",info@grandcasinoluzern.ch,http://www.grandcasinoluzern.ch/,+41414185656,6006
Restaurant Caravelle,"Denkmalstrasse 2, 6006 Luzern",info@restaurantcaravelle.ch,http://www.restaurantcaravelle.ch/,+41414107464,6006
Restaurant Olivo,"Haldenstrasse 6, 6006 Luzern",olivo@grandcasinoluzern.ch,http://www.olivo.ch/,+41414185661,6006
GRAND HOTEL NATIONAL LUZERN,"Haldenstrasse 4, 6006 Luzern",info@grandhotel-national.com,http://www.grandhotel-national.com/,+41414190909,6006
Hotel Seeburg Luzern,"Seeburgstrasse 53-61, 6006 Luzern",mail@hotelseeburg.ch,,+41413755555,6006
PEACEFOOD.BIO - RESTAURANT,"Maihofstrasse 57, 6006 Luzern",,,+41414203030,6006
Rigi-Hütte,"Seeburgstrasse 53-61, 6006 Luzern",,,+41413755555,6006
Restaurant Venus,"Kapuzinerweg 14, 6006 Luzern",,,+41414292949,6006
Restaurant National,"Haldenstrasse 4, 6006 Luzern",,,+41414190909,6006
Brasserie im Verkehrshaus der Schweiz,"Lidostrasse 5, 6006 Luzern",,,+41413757542,6006
Café Corso,"Stiftstrasse 3, 6006 Luzern",,,+41414103698,6006
Gastronomie im Verkehrshaus der Schweiz,"Lidostrasse 5, 6006 Luzern",,,+41413757455,6006
Restaurant Libelle,"Maihofstrasse 61, 6006 Luzern",,,+41414206161,6006
SCALA,"Adligenswilerstrasse 22, 6006 Luzern",info@hotel-montana.ch,,+41414173541,6006
Seecafe,"Haldenstrasse 6, 6006 Luzern",,,+41414185656,6006
VILLA Schweizerhof,"Haldenstrasse 30, 6006 Luzern",genuss@villa-schweizerhof.ch,,+41413701166,6006
Viva Luzern Wesemlin Restaurant Venus,"Kapuzinerweg 14, 6006 Luzern",,,+41416128100,6006
Restaurant café sowieso,"Wesemlinrain 3a, 6006 Luzern",info@cafesowieso.ch,,+41414123366,6006
Takrai,"Haldenstrasse 9, 6006 Luzern",,,+41414120404,6006
Restaurant Franz,"Haldenstrasse 4, 6006 Luzern",,,+41414185020,6006
Restaurant Maihöfli,"Maihofstrasse 70, 6006 Luzern",info@restaurantmaihoefli.ch,,+41414206060,6006
Hotellerie Gastronomie Verlag,"Adligenswilerstrasse 29/27, 6006 Luzern",info@hotellerie-et-gastronomie.ch,,+41414182444,6006
