name,address,email,website,phone,postalCode
"Paparazzi Ristorante, Pizzeria, Take Away","Kasernenstrasse 6, 8180 Bülach",info@paparazzi-buelach.ch,http://www.paparazzi-buelach.ch/,+41448602211,8180
Ristorante La Fenice,"Hochfelderstrasse 3, 8180 Bülach",info@la-fenice.ch,https://www.la-fenice.ch/,+41791530770,8180
Restaurant Kaserne,"Kasernenstrasse 129, 8180 Bülach",kaserne@kaserne-buelach.ch,http://www.kaserne-buelach.ch/,+41448601355,8180
zum Goldenen Kopf,"Marktgasse 9, 8180 Bülach",mail@zum-goldenen-kopf.ch,,+41448724646,8180
Restaurant Rössli,"Marktgasse 22, 8180 Bülach",,,+41448601115,8180
Storchen Bistro GmbH,"Marktgasse 34, 8180 Bülach",gastgeber@storchenbistro.ch,https://www.storchenbistro.ch/,+41445576790,8180
Gleis 7,"Hertiweg 19, 8180 Bülach",gleis7restaurant@gmail.com,,+41448611807,8180
Bistro Soligänter,"Soligänterstrasse 30, 8180 Bülach",,,+41448603340,8180
Formel Fun AG,"Schützenmattstrasse 30, 8180 Bülach",,,+41448171819,8180
Frieden,"Kasernenstrasse 120, 8180 Bülach",,,+41448606434,8180
India Gate,"Kasernenstrasse 123, 8180 Bülach",,,+41448602377,8180
Migros Restaurant Bülach Sonnenhof,"Bahnhofstrasse 28, 8180 Bülach",,,+41448607504,8180
Personalrestaurant Biotronik AG,"Ackerstrasse 6, 8180 Bülach",,,+41448645098,8180
Rathaus-Stube,"Rathausgasse 3, 8180 Bülach",,,+41448601392,8180
Steakhouse Büli,"Feldstrasse 86, 8180 Bülach",,,+41448861070,8180
Stiftung Alterszentrum Region Bülach,"Allmendstrasse 1, 8180 Bülach",info@sarb.ch,,+41448618151,8180
SV (Schweiz) AG,"Schützenmattstrasse 46, 8180 Bülach",,,+41448633146,8180
Tennishalle Bülach,"Hammerstrasse 4, 8180 Bülach",,,+41448609191,8180
Zum Goldigen Winkel,"Obergasse 13, 8180 Bülach",,,+41434115149,8180
China Restaurant Ying Yang,"Bahnhofstrasse 35, 8180 Bülach",,,+41448627155,8180
McDonald's Restaurant,"Schleufenbergstrasse 1, 8180 Bülach",,,+41448862615,8180
Restaurant Endriti,"Bahnhofstrasse 50, 8180 Bülach",,,+41433449010,8180
Restaurant Meiers come inn,"Kaffeestrasse 6C, 8180 Bülach",,,+41448602383,8180
Restaurant Schmiedstube,"Brunngasse 3, 8180 Bülach",,,+41448602774,8180
Restaurant Siam Thai,"Feldstrasse 85, 8180 Bülach",,,+41844444666,8180
Restaurant zum Sternen,"Dachslenbergstrasse 100, 8180 Bülach",,,+41448863756,8180
Klaus Confiserie Café AG,"Marktgasse 17, 8180 Bülach",klaus@klaus.ch,http://www.klaus.ch/,+41448600744,8180
BP Service Bülach,"Zürichstrasse 46, 8180 Bülach",,https://www.bp.com/de_ch/switzerland/home.html,+41448862855,8180
My Kebab,"Kreuzstrasse 4, 8180 Bülach",suskunadam85@hotmail.com,http://www.mydoner.ch/,+41448602033,8180
Telepizza,"Schaffhauserstrasse 33, 8180 Bülach",,,+41434229606,8180
Bistro Im Guss,"Schaffhauserstrasse 106, 8180 Bülach",kontakt@bistro-imguss.ch,,+41434115145,8180
Breakpoint,"Feldstrasse 80, 8180 Bülach",breakpoint@bluewin.ch,,+41797308844,8180
Bülis Sommergarten,"Lindenhofstrasse, 8180 Bülach",,,+41794844684,8180
Fürst unverpackt,"Schaffhauserstrasse 53, 8180 Bülach",info@fuerst-unverpackt.ch,,,8180
Gelateria Cafe Bar Noah`s,"Marktgasse 29, 8180 Bülach",nfo@noahs.ch,,+41448621000,8180
La Terra del Buon Gusto,"Bahnhofstrasse 43, 8180 Bülach",,,+41434115950,8180
"Ristorante, Pizzeria, Bar Venezia","Bahnhofstrasse 45, 8180 Bülach",,,+41434115000,8180
Al Forno,"Schaffhauserstrasse 87, 8180 Bülach",,,+41448604664,8180
Brewpub,"Feldstrasse 70, 8180 Bülach",,,,8180
BUFFALOS SHISHA BAR & LOUNGE,"Kasernenstrasse 24, 8180 Bülach",,,+41448601515,8180
Kantine,"Solistrasse 3, 8180 Bülach",info@kantine.ch,,+41445458699,8180
La Perla,"Hochfelderstrasse 3, 8180 Bülach",,,+41434440772,8180
Landessa,"Unterweg 14, 8180 Bülach",landessa@landert.com,,+41448635205,8180
Old Harry's Pub,"Kopfgasse 1, 8180 Bülach",,,+41448604470,8180
Pizzeria Arlecchino GmbH,"Gartematt 3, 8180 Bülach",,,+41448621662,8180
Pizzeria La Vita,"Bahnhofstrasse 16, 8180 Bülach",,,+41448608180,8180
Royal-Garden,"Bahnhofstrasse 21, 8180 Bülach",,,+41448626492,8180
Tisch und Wohnkultur,"Solistrasse 18, 8180 Bülach",info@tisch-wohnkultur.ch,,+41442607712,8180
Tomahawk,"Bahnhofstrasse 50, 8180 Bülach",,,+41445008711,8180
vecchia cantina,"Feldstrasse 60, 8180 Bülach",,,+41448601140,8180
