name,address,email,website,phone,postalCode
Feld,"Dorfstrasse 5, 8835 Feusisberg",,,+41447840036,8835
Landgasthof Ried,"Riedweg 5, 8835 Feusisberg",,,+41447841810,8835
Restaurant Büel,"Etzelstrasse 91, 8835 Feusisberg",,,+41447843794,8835
Restaurant Collina,"Schönfelsstrasse, 8835 Feusisberg",info@panoramaresort.ch,,+41447860000,8835
Restaurant Loy Fah,"Schönfelsstrasse, 8835 Feusisberg",info@panoramaresort.ch,,+41447860000,8835
Berggasthaus Etzel Kulm,"Etzel Kulm 1, 8835 Feusisberg",,,+41554121694,8835
La Casa,"Dorfstrasse 10, 8835 Feusisberg",info@lacasafeusisberg.ch,,+41443807700,8835
Assaggio GmbH,"Firststrasse 1, 8835 Feusisberg",,,,8835
La Vista,"Feusisgartenstrasse 21, 8835 Feusisberg",,,+41447840011,8835
Panorama Resort & Spa,"Schönfelsstrasse, 8835 Feusisberg",info@panoramaresort.ch,,+41447860000,8835
