name,address,email,website,phone,postalCode
Le QG Restaurant,"Route des Ormonts 1, 1854 Leysin",le.qg.leysin@gmail.com,https://www.leqg-restaurant.ch/,+41244943480,1854
Restaurant Le Leysin,"Rue du Village 8, 1854 Leysin",,http://www.leleysin.ch/,+41244942315,1854
Hôtel Le Grand Chalet & Restaurant 'La Ferme à Fredy',"Chemin de la Source 2, 1854 Leysin",hotel@grand-chalet.ch,http://www.grand-chalet.ch/,+41244930101,1854
Central-Résidence & Spa,1854 Leysin,info@hotelcr.ch,http://www.hotelcr.ch/,+41244930707,1854
Restaurant la Fromagerie,"Rue du Village 4, 1854 Leysin",froma@bluewin.ch,https://www.lafromagerie-leysin.ch/,+41244942205,1854
Alpine Classic Hôtel,"Route de la Cité 4, 1854 Leysin",info@classic-hotel.ch,http://www.classic-hotel.ch/,+41244930606,1854
Restaurant Le Rouge et Le Noir,"Rue Louis Favez 17, 1854 Leysin",,https://www.le-rouge-et-noir.ch/,+41245552553,1854
Hôtel-Restaurant Tour d'Aï,"Route des Ormonts 14, 1854 Leysin",info@hoteltourdai.ch,http://www.hoteltourdai.ch/,+41244932280,1854
La Calabre,"Route du Vallon 7, 1854 Leysin",info@lacalabre.ch,,+41244941700,1854
Tasty home Youssef Dubray,"Rue du Commerce 1, 1854 Leysin",contact@tastyhome.ch,,+41244942828,1854
Chalet-Restaurant de Prafandaz,"Prafandaz 1, 1854 Leysin",chalet.prafandaz@gmail.com,,+41244942626,1854
de la Berneuse,"La Berneuse, 1854 Leysin",,,+41244943141,1854
la Lorraine,"Rue Louis Favez 23, 1854 Leysin",,,+41244941572,1854
Restaurant 'La Ferme à Fredy',"Chemin de la Source 2, 1854 Leysin",,,+41244930101,1854
Hôtel-Restaurant Bel-Air,"Rue du Commerce 49, 1854 Leysin",belair@tlml.ch,,+41244941422,1854
Restaurant le Montagnard - Hotel Central Résidence,"Route du Belvédère 20, 1854 Leysin",info@hotelcr.ch,,+41244930707,1854
Restaurant Tournant Le Kuklos,"La Berneuse, 1854 Leysin",kuklos@tlml.ch,,+41244943141,1854
Restaurant Chalet Les Fers,"Route du Fer 26, 1854 Leysin",info@lesfers.ch,,+41244941072,1854
Restaurant La Patinoire,"Route des Centres Sportifs 4, 1854 Leysin",,,+41244942070,1854
La Farandole,"Rue Louis Favez 31, 1854 Leysin",lafarandole@sunrise.ch,,+41244942706,1854
Refuge de Mayen,"Chemin de Prafandaz 2, 1854 Leysin",refugedemayen@gmail.com,,+41797152370,1854
Souviens Toi de La Croute Mayen,"Route des Esserts 46, 1854 Leysin",contact@croute-mayen.ch,,+41796652379,1854
Bar Au Lynx,"Rue du Commerce 3, 1854 Leysin",,,+41244941802,1854
Chalet Prafandaz,"Chemin de Prafandaz 1, 1854 Leysin",chalet.prafandaz@gmail.com,,+41244942626,1854
Davinda Lounge,"Av. Léopold de Reynier 19, 1854 Leysin",contact@davinda-lounge.com,,+41244942370,1854
l'Essentiel,"Route de la Cité 40, 1854 Leysin",,,+41244942426,1854
La Piscine Resto-Bar Alain Fontaine,"Route de la Cité 27, 1854 Leysin",,,+41244941040,1854
New world,"Avenue Secrétan 6, 1854 Leysin",,,+41244942383,1854
The Station,"Av. Léopold de Reynier, 1854 Leysin",,,+41244941965,1854
The Top Pub,"Avenue Secrétan, 1854 Leysin",,,+41244941317,1854
