name,address,email,website,phone,postalCode
Rua Thai,"Schluhmattstrasse 19, 3920 Zermatt",,http://www.hotelalbanareal.com/en/rua-thai-en/,+41279666181,3920
Beau-Site,"Brunnmattgasse 9, 3920 Zermatt",info@parkhotel-beausite.ch,http://www.parkhotel-beausite.ch/,+41279666868,3920
Furri,"Furi 49, 3920 Zermatt",info@restaurant-furri.ch,http://www.bergrestaurant-furri.ch/,+41279662777,3920
Bahnhofbuffet Non Solo Treno,3920 Zermatt,restaurant@non-solo-treno.ch,https://www.restaurant-nonsolotreno.ch/,+41279681968,3920
la Taverne,"Schluhmattstrasse 97, 3920 Zermatt",,http://www.zermatt.ch/Media/Gastronomie/Restaurant-Zermatt-La-Taverne,+41279663959,3920
Chez Gaby,"Kirchstrasse 12, 3920 Zermatt",,http://www.zumtaugwald.ch/,+41279673134,3920
Fuji of Zermatt,"Schluhmattstrasse 19, 3920 Zermatt",,http://www.hotelalbanareal.com/,+41279666171,3920
Restaurant WALDHAUS,"Staldenstrasse 128, 3920 Zermatt",info@waldhaus-zermatt.ch,http://www.waldhaus-zermatt.ch/,+41279671450,3920
OSTERIA BELLA ITALIA,"Bahnhofstrasse 72, 3920 Zermatt",,,+41792076934,3920
Walliserstube,"Gryfelblatte 2, 3920 Zermatt",a.bieling@bluewin.ch,,+41279671151,3920
Restaurant Schäferstube,"Riedstrasse 2, 3920 Zermatt",,,+41279667600,3920
Z'ART,"Zum Steg 3, 3920 Zermatt",info@zart.ch,http://www.zart.ch/,+41279674525,3920
Bergrestaurant Chämi-Hitta,"Untere Riffelalp 7, 3920 Zermatt",,,+41279671096,3920
Sportpavillon,"Obere Mattenstrasse 25, 3920 Zermatt",,,+41279675959,3920
Ritti,3920 Zermatt,,http://www.ritti.ch/,+41279671482,3920
China Garden,"Bahnhofstrasse 18, 3920 Zermatt",chinagarden@zermatt.ch,,+41279675323,3920
Continental,"Brantschenhaus 3, 3920 Zermatt",info@continental-zermatt.ch,,+41279662840,3920
Restaurant Veranda,"Untere Mattenstrasse 12, 3920 Zermatt",info@hotel-mirabeau.ch,,+41279662660,3920
le Mazot,"Hofmattstrasse 23, 3920 Zermatt",,,+41279660606,3920
Helvetia,"Bahnhofstrasse 72, 3920 Zermatt",,,+41279671020,3920
Whymper-Stube,"Bahnhofstrasse 80, 3920 Zermatt",info@whymper-stube.ch,,+41279672296,3920
Chez Heini,"Wiestistrasse 45, 3920 Zermatt",,,+41279671630,3920
le Chalet,"Vispastrasse 26, 3920 Zermatt",,,+41279671380,3920
Hotel Alex,"Bodmenstrasse 12, 3920 Zermatt",,http://www.hotelalexzermatt.com/,+41279667070,3920
Restaurant Old Zermatt,"Kirchstrasse 17, 3920 Zermatt",info@oldzermatt.ch,https://www.oldzermatt.com/,+41279662388,3920
Pizzeria Roma,"Riedstrasse 20, 3920 Zermatt",,http://detta.ch/pizzeria-roma,+41279673229,3920
Klein Matterhorn,"Schluhmattstrasse 50, 3920 Zermatt",,https://www.kleinmatterhorn-zermatt.ch/,+41279670142,3920
Restaurant Weisshorn,"Am Bach 6, 3920 Zermatt",,http://www.weisshorn-zermatt.ch/,+41279675772,3920
Hotel Holiday Zermatt,"Gryfelblatte 4, 3920 Zermatt",info@hotelholiday.ch,http://www.hotelholiday.ch/,+41279660400,3920
