name,address,email,website,phone,postalCode
Jägerheim,"Binntalstrasse 101, 3995 Ausserbinn",,http://www.jaegerheim.ch/,+41279711131,3995
Hotel Alpenblick Ernen GmbH,"Binntalstrasse 14, 3995 Ernen",info@alpenblick-ernen.ch,http://www.alpenblick-ernen.ch/,+41279711537,3995
Brownie's Restaurant & Pub,"Mühlebachstrasse 8, 3995 Ernen",emmett@brownies-ernen.ch,http://www.brownies-ernen.ch/,+41793502505,3995
Berghaus Chäserstatt,"Postfach, 3995 Ernen",info@chaeserstatt.ch,,+41279712398,3995
Restaurant Erner Garten,"Bieutistrasse 22, 3995 Ernen",info@ernergarten.ch,,+41279711128,3995
Restaurant Moosji,"Mühlebachstrasse 159, 3995 Mühlebach (Goms)",info@moosji.ch,,+41279711441,3995
Gommerstuba,"Ernerstrasse 53, 3995 Ernen",,,+41279712971,3995
Café - Bed and Breakfast Hängebrigga,"Lengbodenstrasse 20, 3995 Mühlebach (Goms)",beatrix@haengebrigga.ch,,+41275271166,3995
Kässerstadt Gastro AG,"Kirchweg 1, 3995 Ernen",,,+41279712389,3995
Sport-Cafe,"Kirchweg 1, 3995 Ernen",info@sport-cafe.ch,,+41279712525,3995
