name,address,email,website,phone,postalCode
Pokaia,"Neumarktstrasse 9, 2502 Biel",,,+41323220684,2502
Restaurant Barrique,"Neumarktstrasse 40, 2502 Biel/Bienne",h6166@accor.com,http://www.restaurant-barrique.ch/,+41323286868,2502
Café du Commerce GmbH,"Untergasse 25, 2502 Biel/Bienne",,,+41323226073,2502
Restaurant à la Diligence,"Spitalstrasse 21, 2502 Biel/Bienne",,,+41323222060,2502
El Rancho,"Bahnhofstrasse 42, 2502 Biel/Bienne",,,+41323230550,2502
Hotel Dufour,"Rue du Général-Dufour 31, 2502 Biel/Bienne",,http://www.hoteldufour.ch/,+41323447878,2502
HAN Mongolian Barbecue,"Zentralstrasse 2, 2502 Biel/Bienne",,,+41323220030,2502
PALACE LIFESTYLE RESTAURANT,"Thomas-Wyttenbach-Strasse 2, 2502 Biel/Bienne",office@restaurantpalace.ch,http://www.restaurantpalacebiel.ch/,+41323132222,2502
Casa Miracoli,"Aarbergstrasse 100, 2502 Biel/Bienne",info@casamiracoli.ch,http://www.casamiracoli.ch/,+41323254686,2502
Hou Kei,"General-Dufour-Strasse 6, 2502 Biel/Bienne",,,+41323230678,2502
Yoshi Sushibar,"Rue du Bourg 2, 2502 Biel/Bienne",,,+41323230470,2502
Restaurants da Carlos SA,"Zentralstrasse 56, 2502 Biel/Bienne",info@dacarlos.ch,,+41586803440,2502
Restaurant du Bourg,"Burggasse 14, 2502 Biel/Bienne",restaurant@du-bourg.ch,http://www.du-bourg.ch/,+41788252829,2502
Ristorante Italia,"Spitalstrasse 24/26, 2502 Biel/Bienne",,http://www.restaurantitalia.ch/,+41323313333,2502
Habesha Primo Piano,"Karl-Neuhaus-Strasse 38, 2502 Biel/Bienne",habesha-primo-piano@gmx.ch,http://restauranthabesha.ch/,+41323221185,2502
Crêperie Bach et Buck,"Rue du Bourg 17, 2502 Biel/Bienne",bachetbuck.bienne@gmail.com,http://www.bachetbuck.ch/,+41323222100,2502
Pizzeria Seeland,"Bahnhofplatz 7, 2502 Biel/Bienne",info@pizzeria-seeland.ch,http://www.pizzeria-seeland.ch/,+41323222711,2502
Café-Studio,"Rue Neuve 40, 2502 Biel/Bienne",info@cafe-studio.ch,http://www.cafe-studio.ch/,+41323223036,2502
Café & Bistro SAMAWAT,"Waffengasse 1, 2502 Biel/Bienne",info@samawat.ch,,+41323238881,2502
Café Perroquet Vert,"Zentralstrasse 15, 2502 Biel/Bienne",info@perroquetvert.ch,,+41323222555,2502
Restaurant Union,"Bubenberg-Strasse 9, 2502 Biel/Bienne",info@union-restaurant.ch,,+41323222200,2502
Café Brésil,"Bahnhofplatz 9, 2502 Biel/Bienne",,,+41323223311,2502
Cecil,2502 Biel/Bienne,,,+41323231500,2502
Comet Diner,"Güterstrasse 2, 2502 Biel/Bienne",,,+41323230086,2502
Le Mauricia,"Rue de Boujean 38, 2502 Biel/Bienne",,,+41323416803,2502
Mai Thai Restaurant,"Neumarktstrasse 12, 2502 Biel/Bienne",,https://www.facebook.com/Mai-Thai-Restaurant-1917984491555822,+41323222547,2502
Pizzeria Al Capone,"Bahnhofstrasse 32, 2502 Biel/Bienne",,,+41323229740,2502
Restaurant Les Caves,"Obergasse 24a, 2502 Biel/Bienne",,,+41323387070,2502
Restaurant zum Thailänder,"Brunngasse 4, 2502 Biel/Bienne",Restaurant@ZumThailaender.ch,,+41323238787,2502
Ring 16,"Ring 16, 2502 Biel/Bienne",restoring16@hotmail.com,,+41323228108,2502
Ristorante Pizzeria Merkur,"Rue du Général-Dufour 143, 2502 Biel/Bienne",,,+41323421591,2502
De la Tour,"Rue Haute 33a, 2502 Biel/Bienne",info@delatour.ch,,+41323220064,2502
Egge 6,"Jakob-Rosius-Strasse 6, 2502 Biel/Bienne",mail@egge6.ch,,+41323226638,2502
Atomic,"Place de la Gare 5, 2502 Biel/Bienne",,,+41323237330,2502
Bigg's Burger,"General-Dufour-Strasse 7, 2502 Biel/Bienne",,,+41323232381,2502
Café-Bar M & B,"General-Dufour-Strasse 59, 2502 Biel/Bienne",,,+41323412481,2502
China-Town Biel,"Zentralstrasse 56, 2502 Biel/Bienne",,,+41323228892,2502
