name,address,email,website,phone,postalCode
Golfclub Unterengstringen,"In den Schanzen 1, 8103 Unterengstringen",,http://www.golf-unterengstringen.ch/,+41447335544,8103
China Restaurant Mandarin AG,"Weiningerstrasse 46, 8103 Unterengstringen",info@mandarin-zh.ch,,+41447503170,8103
Witschi's Restaurant & Bar,"Zürcherstrasse 55, 8103 Unterengstringen",,,+41447504460,8103
Chriesihoger,"Chriesihogerweg, 8103 Unterengstringen",,,+41447505910,8103
Ristorante Vado E Torno,"Chriesihogerweg 0, 8103 Unterengstringen",info@vadoetorno.ch,,+41447505910,8103
Zu den Zwei Raben,8103 Unterengstringen,restaurant@kloster-fahr.ch,,+41447500101,8103
BP Service Engstringen,"Zürcherstrasse 4, 8103 Unterengstringen",,,+41447500206,8103
Meierhöfli,"Dorfstrasse 5, 8103 Unterengstringen",meierhoefli@gmail.com,,+41447500198,8103
Remo Wüst Bäckerei + Konditorei AG,"Untere Bergstrasse 8, 8103 Unterengstringen",,,+41438118822,8103
Vinebration - Jusztina Kézdi,"Rebhaldenstrasse 14, 8103 Unterengstringen",vinebration@gmail.com,,+41788124819,8103
