name,address,email,website,phone,postalCode
Hintere Wasserfallen,4418 Reigoldswil,,,+41619411543,4426
Blume,"Hauptstrasse 29, 4207 Bretzwil",,,+41619411436,4426
Ober Passwang Restaurant,"Ober Passwang 63, 4719 Ramiswil",,,+41623913284,4426
Stierenberg,"Weidegut Stierenberg 15, 4207 Bretzwil",info@stierenberg.ch,,+41617911319,4426
Restaurant Ryfenstein,"Unterbiel 1, 4418 Reigoldswil",ryfenstein.reigoldswil@gmail.com,,+41619430404,4426
Bergrestaurant Vogelberg,"Vogelberg 75, 4719 Ramiswil",,,+41619411084,4426
Eintracht,"Hauptstrasse 48, 4207 Bretzwil",,,+41619412044,4426
Gasthaus zur Sonne,"Dorfplatz 8, 4418 Reigoldswil",,,+41619412514,4426
Gasthof Ryfenstein,"Unterbiel 1, 4418 Reigoldswil",,,+41619411441,4426
Heidi-Stübli,"Wasserfallen 154, 4418 Reigoldswil",,,+41619430087,4426
